LUC,GCM,RCP,Timestep,LULC,Mean,Lower,Upper
BAU,HadGEM2-ES,rcp85,2016,Agriculture,44537.09,44297.375,44754.45
BAU,HadGEM2-ES,rcp85,2016,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2016,Developed,25956.26,25639.05,26225.525
BAU,HadGEM2-ES,rcp85,2016,Forest,155803.62,155698.02500000002,155886.625
BAU,HadGEM2-ES,rcp85,2016,Grassland,45697.32,45483.024999999994,45963.274999999994
BAU,HadGEM2-ES,rcp85,2016,Shrubland,111250.62,111159.225,111351.525
BAU,HadGEM2-ES,rcp85,2016,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2016,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2016,Wetland,2729.09,2684.475,2771.05
BAU,HadGEM2-ES,rcp85,2017,Agriculture,44490.82,44242.95,44734.524999999994
BAU,HadGEM2-ES,rcp85,2017,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2017,Developed,26150.14,25808.425,26501.074999999997
BAU,HadGEM2-ES,rcp85,2017,Forest,155766.22,155644.175,155864.05
BAU,HadGEM2-ES,rcp85,2017,Grassland,45633.66,45400.274999999994,45918.65
BAU,HadGEM2-ES,rcp85,2017,Shrubland,111207.92,111104,111314.625
BAU,HadGEM2-ES,rcp85,2017,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2017,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2017,Wetland,2725.24,2683.125,2771.1
BAU,HadGEM2-ES,rcp85,2018,Agriculture,44445.75,44187.85,44729.5
BAU,HadGEM2-ES,rcp85,2018,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2018,Developed,26331.89,25968.1,26690.6
BAU,HadGEM2-ES,rcp85,2018,Forest,155730.57,155592.125,155836.775
BAU,HadGEM2-ES,rcp85,2018,Grassland,45576.43,45296.9,45891.675
BAU,HadGEM2-ES,rcp85,2018,Shrubland,111166.99,111045.45000000001,111268.67499999999
BAU,HadGEM2-ES,rcp85,2018,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2018,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2018,Wetland,2722.37,2677.7,2769.1000000000004
BAU,HadGEM2-ES,rcp85,2019,Agriculture,44385.52,44097.3,44663.875
BAU,HadGEM2-ES,rcp85,2019,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2019,Developed,26523.32,26127.949999999997,26871.825
BAU,HadGEM2-ES,rcp85,2019,Forest,155696.09,155552.425,155811.45
BAU,HadGEM2-ES,rcp85,2019,Grassland,45525.48,45206.925,45848.274999999994
BAU,HadGEM2-ES,rcp85,2019,Shrubland,111122.83,111009.9,111231.15
BAU,HadGEM2-ES,rcp85,2019,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2019,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2019,Wetland,2720.76,2669.425,2768.525
BAU,HadGEM2-ES,rcp85,2020,Agriculture,44335.63,44038.3,44644.35
BAU,HadGEM2-ES,rcp85,2020,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2020,Developed,26695.61,26227.725,27141.324999999997
BAU,HadGEM2-ES,rcp85,2020,Forest,155664.05,155515.475,155793.1
BAU,HadGEM2-ES,rcp85,2020,Grassland,45476.19,45139.375,45813.15
BAU,HadGEM2-ES,rcp85,2020,Shrubland,111084.42,110955.125,111199.05
BAU,HadGEM2-ES,rcp85,2020,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2020,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2020,Wetland,2718.1,2664.425,2766.15
BAU,HadGEM2-ES,rcp85,2021,Agriculture,44283.23,43999.475,44585.25
BAU,HadGEM2-ES,rcp85,2021,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2021,Developed,26878.36,26377.4,27341.35
BAU,HadGEM2-ES,rcp85,2021,Forest,155629.63,155482.875,155763.05
BAU,HadGEM2-ES,rcp85,2021,Grassland,45426.31,45091.375,45828.675
BAU,HadGEM2-ES,rcp85,2021,Shrubland,111041.95,110897.225,111169.05
BAU,HadGEM2-ES,rcp85,2021,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2021,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2021,Wetland,2714.52,2660.75,2764.675
BAU,HadGEM2-ES,rcp85,2022,Agriculture,44237.91,43926.325,44559.725
BAU,HadGEM2-ES,rcp85,2022,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2022,Developed,27053.1,26520,27577.55
BAU,HadGEM2-ES,rcp85,2022,Forest,155593.59,155409.225,155741.675
BAU,HadGEM2-ES,rcp85,2022,Grassland,45378.64,44969.25,45779.375
BAU,HadGEM2-ES,rcp85,2022,Shrubland,110999.72,110824.925,111152.725
BAU,HadGEM2-ES,rcp85,2022,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2022,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2022,Wetland,2711.04,2656.375,2771.1
BAU,HadGEM2-ES,rcp85,2023,Agriculture,44183.71,43865.025,44508.024999999994
BAU,HadGEM2-ES,rcp85,2023,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2023,Developed,27224.16,26617.925,27885.925
BAU,HadGEM2-ES,rcp85,2023,Forest,155561.05,155363.5,155711.2
BAU,HadGEM2-ES,rcp85,2023,Grassland,45336.36,44864.95,45750.625
BAU,HadGEM2-ES,rcp85,2023,Shrubland,110960.31,110760.6,111128.3
BAU,HadGEM2-ES,rcp85,2023,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2023,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2023,Wetland,2708.41,2654.475,2771.625
BAU,HadGEM2-ES,rcp85,2024,Agriculture,44140.42,43786.55,44512.8
BAU,HadGEM2-ES,rcp85,2024,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2024,Developed,27406.18,26768.175,28097.449999999997
BAU,HadGEM2-ES,rcp85,2024,Forest,155524,155328.725,155697.675
BAU,HadGEM2-ES,rcp85,2024,Grassland,45281.1,44783.4,45743
BAU,HadGEM2-ES,rcp85,2024,Shrubland,110917.34,110722.57500000001,111088.725
BAU,HadGEM2-ES,rcp85,2024,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2024,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2024,Wetland,2704.96,2648.4750000000004,2767.825
BAU,HadGEM2-ES,rcp85,2025,Agriculture,44105.14,43712.7,44480.725000000006
BAU,HadGEM2-ES,rcp85,2025,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2025,Developed,27595.22,26925.3,28192.625
BAU,HadGEM2-ES,rcp85,2025,Forest,155485.54,155287.175,155655.675
BAU,HadGEM2-ES,rcp85,2025,Grassland,45215.46,44738.375,45660.350000000006
BAU,HadGEM2-ES,rcp85,2025,Shrubland,110871.62,110700.9,111044.25
BAU,HadGEM2-ES,rcp85,2025,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2025,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2025,Wetland,2701.02,2642.425,2761.2
BAU,HadGEM2-ES,rcp85,2026,Agriculture,44068.35,43670.6,44474.075
BAU,HadGEM2-ES,rcp85,2026,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2026,Developed,27784.02,27206.225,28434.675
BAU,HadGEM2-ES,rcp85,2026,Forest,155447.69,155270.425,155635.1
BAU,HadGEM2-ES,rcp85,2026,Grassland,45151.75,44639.725,45608.175
BAU,HadGEM2-ES,rcp85,2026,Shrubland,110824.49,110629.725,110996.625
BAU,HadGEM2-ES,rcp85,2026,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2026,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2026,Wetland,2697.7,2636.425,2761.35
BAU,HadGEM2-ES,rcp85,2027,Agriculture,44015.09,43654.8,44452.15
BAU,HadGEM2-ES,rcp85,2027,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2027,Developed,27981.73,27340.6,28614.35
BAU,HadGEM2-ES,rcp85,2027,Forest,155409.43,155214.825,155579.25
BAU,HadGEM2-ES,rcp85,2027,Grassland,45095.6,44600.325,45529.375
BAU,HadGEM2-ES,rcp85,2027,Shrubland,110776.39,110558.95,110968.35
BAU,HadGEM2-ES,rcp85,2027,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2027,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2027,Wetland,2695.76,2634.9,2753.3999999999996
BAU,HadGEM2-ES,rcp85,2028,Agriculture,43969.56,43603.649999999994,44402.05
BAU,HadGEM2-ES,rcp85,2028,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2028,Developed,28153.07,27477.7,28784.05
BAU,HadGEM2-ES,rcp85,2028,Forest,155372.8,155143.6,155562.625
BAU,HadGEM2-ES,rcp85,2028,Grassland,45050.65,44566.775,45530.45
BAU,HadGEM2-ES,rcp85,2028,Shrubland,110733.93,110528.575,110927.04999999999
BAU,HadGEM2-ES,rcp85,2028,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2028,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2028,Wetland,2693.99,2634.475,2754.825
BAU,HadGEM2-ES,rcp85,2029,Agriculture,43928.59,43544.45,44341.8
BAU,HadGEM2-ES,rcp85,2029,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2029,Developed,28343.98,27655.4,29042.7
BAU,HadGEM2-ES,rcp85,2029,Forest,155332.37,155091,155517.59999999998
BAU,HadGEM2-ES,rcp85,2029,Grassland,44989.8,44545.8,45502.475
BAU,HadGEM2-ES,rcp85,2029,Shrubland,110687.38,110467.85,110881.3
BAU,HadGEM2-ES,rcp85,2029,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2029,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2029,Wetland,2691.88,2628.4750000000004,2752.525
BAU,HadGEM2-ES,rcp85,2030,Agriculture,43883.39,43499,44268.125
BAU,HadGEM2-ES,rcp85,2030,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2030,Developed,28509.31,27802.95,29202.800000000003
BAU,HadGEM2-ES,rcp85,2030,Forest,155298.5,155073.02500000002,155465.575
BAU,HadGEM2-ES,rcp85,2030,Grassland,44945.35,44467.75,45412.05
BAU,HadGEM2-ES,rcp85,2030,Shrubland,110646.85,110402.92499999999,110868.925
BAU,HadGEM2-ES,rcp85,2030,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2030,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2030,Wetland,2690.6,2622.425,2751.1000000000004
BAU,HadGEM2-ES,rcp85,2031,Agriculture,43838.91,43435.075,44229.325
BAU,HadGEM2-ES,rcp85,2031,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2031,Developed,28696.37,27998.25,29433.25
BAU,HadGEM2-ES,rcp85,2031,Forest,155261.38,155051.7,155446.625
BAU,HadGEM2-ES,rcp85,2031,Grassland,44887.74,44421.075,45402.05
BAU,HadGEM2-ES,rcp85,2031,Shrubland,110600,110358.625,110828.04999999999
BAU,HadGEM2-ES,rcp85,2031,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2031,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2031,Wetland,2689.6,2621.9,2744.05
BAU,HadGEM2-ES,rcp85,2032,Agriculture,43788.06,43367.524999999994,44174.575
BAU,HadGEM2-ES,rcp85,2032,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2032,Developed,28873.78,28143.75,29549.05
BAU,HadGEM2-ES,rcp85,2032,Forest,155224.12,155002.7,155433
BAU,HadGEM2-ES,rcp85,2032,Grassland,44841.92,44351.225000000006,45347.1
BAU,HadGEM2-ES,rcp85,2032,Shrubland,110557.69,110311.375,110782.775
BAU,HadGEM2-ES,rcp85,2032,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2032,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2032,Wetland,2688.43,2619.375,2752.825
BAU,HadGEM2-ES,rcp85,2033,Agriculture,43745.57,43314.325,44155.45
BAU,HadGEM2-ES,rcp85,2033,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2033,Developed,29055.34,28353.275,29728.975
BAU,HadGEM2-ES,rcp85,2033,Forest,155185.19,154968.65000000002,155391.7
BAU,HadGEM2-ES,rcp85,2033,Grassland,44788.92,44334.95,45310.375
BAU,HadGEM2-ES,rcp85,2033,Shrubland,110512.38,110284.45000000001,110717.225
BAU,HadGEM2-ES,rcp85,2033,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2033,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2033,Wetland,2686.6,2619.95,2757.1499999999996
BAU,HadGEM2-ES,rcp85,2034,Agriculture,43706.68,43304.3,44152.225
BAU,HadGEM2-ES,rcp85,2034,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2034,Developed,29234.83,28526.425000000003,29910.125
BAU,HadGEM2-ES,rcp85,2034,Forest,155146.44,154939.675,155337.625
BAU,HadGEM2-ES,rcp85,2034,Grassland,44731.8,44280.774999999994,45297.3
BAU,HadGEM2-ES,rcp85,2034,Shrubland,110468.51,110233.975,110693.275
BAU,HadGEM2-ES,rcp85,2034,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2034,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2034,Wetland,2685.74,2618.8,2752.825
BAU,HadGEM2-ES,rcp85,2035,Agriculture,43664.75,43245.325,44102.075
BAU,HadGEM2-ES,rcp85,2035,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2035,Developed,29421.43,28704.3,30183.925000000003
BAU,HadGEM2-ES,rcp85,2035,Forest,155104.88,154892.225,155297.3
BAU,HadGEM2-ES,rcp85,2035,Grassland,44674.54,44197,45243.25
BAU,HadGEM2-ES,rcp85,2035,Shrubland,110424.42,110167.625,110633.675
BAU,HadGEM2-ES,rcp85,2035,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2035,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2035,Wetland,2683.98,2620.375,2749.575
BAU,HadGEM2-ES,rcp85,2036,Agriculture,43627.44,43173.05,44091.45
BAU,HadGEM2-ES,rcp85,2036,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2036,Developed,29605.15,28893.475,30292.4
BAU,HadGEM2-ES,rcp85,2036,Forest,155062.81,154837.375,155254.25
BAU,HadGEM2-ES,rcp85,2036,Grassland,44616.48,44101.65,45193.475
BAU,HadGEM2-ES,rcp85,2036,Shrubland,110380.71,110130.8,110572.55
BAU,HadGEM2-ES,rcp85,2036,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2036,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2036,Wetland,2681.41,2623.4750000000004,2751.625
BAU,HadGEM2-ES,rcp85,2037,Agriculture,43586.51,43129.4,44027.225
BAU,HadGEM2-ES,rcp85,2037,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2037,Developed,29778.15,29056.275,30474.55
BAU,HadGEM2-ES,rcp85,2037,Forest,155026.27,154797.675,155212.575
BAU,HadGEM2-ES,rcp85,2037,Grassland,44565.38,44057.85,45159.925
BAU,HadGEM2-ES,rcp85,2037,Shrubland,110337.35,110101.975,110541.4
BAU,HadGEM2-ES,rcp85,2037,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2037,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2037,Wetland,2680.34,2617.9,2752
BAU,HadGEM2-ES,rcp85,2038,Agriculture,43545.75,43082.8,44023.1
BAU,HadGEM2-ES,rcp85,2038,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2038,Developed,29961.74,29190.7,30717.475
BAU,HadGEM2-ES,rcp85,2038,Forest,154986.15,154750.5,155180.525
BAU,HadGEM2-ES,rcp85,2038,Grassland,44510.92,43962,45103.625
BAU,HadGEM2-ES,rcp85,2038,Shrubland,110289.75,110040.375,110521.67499999999
BAU,HadGEM2-ES,rcp85,2038,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2038,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2038,Wetland,2679.69,2614.9,2752.575
BAU,HadGEM2-ES,rcp85,2039,Agriculture,43508.14,43018.600000000006,43982
BAU,HadGEM2-ES,rcp85,2039,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2039,Developed,30154.44,29408.949999999997,30845.725
BAU,HadGEM2-ES,rcp85,2039,Forest,154940.78,154704.95,155136.72499999998
BAU,HadGEM2-ES,rcp85,2039,Grassland,44451.39,43958.45,45000.25
BAU,HadGEM2-ES,rcp85,2039,Shrubland,110241.93,110018.225,110456.325
BAU,HadGEM2-ES,rcp85,2039,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2039,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2039,Wetland,2677.32,2611.85,2753.575
BAU,HadGEM2-ES,rcp85,2040,Agriculture,43469.93,43001.925,44009.35
BAU,HadGEM2-ES,rcp85,2040,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2040,Developed,30327.66,29570.55,31042.425
BAU,HadGEM2-ES,rcp85,2040,Forest,154901.06,154668.45,155105.1
BAU,HadGEM2-ES,rcp85,2040,Grassland,44397.9,43857.975,44961.625
BAU,HadGEM2-ES,rcp85,2040,Shrubland,110201.03,109935.275,110423.875
BAU,HadGEM2-ES,rcp85,2040,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2040,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2040,Wetland,2676.42,2609,2754.1
BAU,HadGEM2-ES,rcp85,2041,Agriculture,43424.7,42964,43958.85
BAU,HadGEM2-ES,rcp85,2041,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2041,Developed,30499.36,29729.2,31174.875
BAU,HadGEM2-ES,rcp85,2041,Forest,154863.3,154613.125,155064.45
BAU,HadGEM2-ES,rcp85,2041,Grassland,44349.6,43799.425,44975.100000000006
BAU,HadGEM2-ES,rcp85,2041,Shrubland,110161.24,109898.375,110398.4
BAU,HadGEM2-ES,rcp85,2041,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2041,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2041,Wetland,2675.8,2609.325,2755.1499999999996
BAU,HadGEM2-ES,rcp85,2042,Agriculture,43376.65,42899.35,43920.325
BAU,HadGEM2-ES,rcp85,2042,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2042,Developed,30672.52,29830,31413.45
BAU,HadGEM2-ES,rcp85,2042,Forest,154825.65,154579.95,155022.925
BAU,HadGEM2-ES,rcp85,2042,Grassland,44303.88,43800.925,44957.75
BAU,HadGEM2-ES,rcp85,2042,Shrubland,110117.69,109840.425,110350.29999999999
BAU,HadGEM2-ES,rcp85,2042,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2042,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2042,Wetland,2677.61,2605.275,2753.05
BAU,HadGEM2-ES,rcp85,2043,Agriculture,43330.2,42833.725,43876.6
BAU,HadGEM2-ES,rcp85,2043,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2043,Developed,30824.07,29989,31602.175
BAU,HadGEM2-ES,rcp85,2043,Forest,154793.15,154528.90000000002,154995.05
BAU,HadGEM2-ES,rcp85,2043,Grassland,44267.35,43761.75,44943.524999999994
BAU,HadGEM2-ES,rcp85,2043,Shrubland,110081.39,109814.425,110311.25
BAU,HadGEM2-ES,rcp85,2043,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2043,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2043,Wetland,2677.84,2608.4750000000004,2753.05
BAU,HadGEM2-ES,rcp85,2044,Agriculture,43278.3,42788.850000000006,43844.35
BAU,HadGEM2-ES,rcp85,2044,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2044,Developed,30984.11,30108,31784.85
BAU,HadGEM2-ES,rcp85,2044,Forest,154759.81,154483.55,154972.925
BAU,HadGEM2-ES,rcp85,2044,Grassland,44230.25,43728.024999999994,44945.3
BAU,HadGEM2-ES,rcp85,2044,Shrubland,110042.66,109757.42499999999,110265.725
BAU,HadGEM2-ES,rcp85,2044,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2044,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2044,Wetland,2678.87,2612.425,2753.625
BAU,HadGEM2-ES,rcp85,2045,Agriculture,43238.42,42709.85,43787.925
BAU,HadGEM2-ES,rcp85,2045,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2045,Developed,31171.19,30323,31984.2
BAU,HadGEM2-ES,rcp85,2045,Forest,154716.37,154443.075,154941.775
BAU,HadGEM2-ES,rcp85,2045,Grassland,44172.65,43657,44839.2
BAU,HadGEM2-ES,rcp85,2045,Shrubland,109997.6,109711.375,110237.6
BAU,HadGEM2-ES,rcp85,2045,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2045,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2045,Wetland,2677.77,2611,2756
BAU,HadGEM2-ES,rcp85,2046,Agriculture,43187.4,42630.225,43716.875
BAU,HadGEM2-ES,rcp85,2046,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2046,Developed,31350.5,30536,32138.25
BAU,HadGEM2-ES,rcp85,2046,Forest,154676.9,154369,154900.125
BAU,HadGEM2-ES,rcp85,2046,Grassland,44125.49,43637.325,44838.15
BAU,HadGEM2-ES,rcp85,2046,Shrubland,109955.64,109659.04999999999,110171.25
BAU,HadGEM2-ES,rcp85,2046,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2046,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2046,Wetland,2678.07,2612,2751.575
BAU,HadGEM2-ES,rcp85,2047,Agriculture,43141.38,42568.825,43724.45
BAU,HadGEM2-ES,rcp85,2047,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2047,Developed,31539.66,30767,32360.824999999997
BAU,HadGEM2-ES,rcp85,2047,Forest,154635.56,154342.75,154881.45
BAU,HadGEM2-ES,rcp85,2047,Grassland,44069.51,43562.5,44825.1
BAU,HadGEM2-ES,rcp85,2047,Shrubland,109909.44,109602,110127.25
BAU,HadGEM2-ES,rcp85,2047,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2047,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2047,Wetland,2678.45,2610,2750.625
BAU,HadGEM2-ES,rcp85,2048,Agriculture,43101.26,42526.45,43712.05
BAU,HadGEM2-ES,rcp85,2048,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2048,Developed,31711.3,30931.375,32509.575
BAU,HadGEM2-ES,rcp85,2048,Forest,154598.42,154301.27500000002,154863.675
BAU,HadGEM2-ES,rcp85,2048,Grassland,44015.19,43491.85,44784.675
BAU,HadGEM2-ES,rcp85,2048,Shrubland,109869.64,109564.5,110101.475
BAU,HadGEM2-ES,rcp85,2048,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2048,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2048,Wetland,2678.19,2602.95,2752.525
BAU,HadGEM2-ES,rcp85,2049,Agriculture,43060.86,42449.475,43626.85
BAU,HadGEM2-ES,rcp85,2049,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2049,Developed,31892.9,31151,32688.575
BAU,HadGEM2-ES,rcp85,2049,Forest,154556.5,154253.325,154821.22499999998
BAU,HadGEM2-ES,rcp85,2049,Grassland,43957.02,43456.024999999994,44730.25
BAU,HadGEM2-ES,rcp85,2049,Shrubland,109828.76,109525.125,110070.4
BAU,HadGEM2-ES,rcp85,2049,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2049,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2049,Wetland,2677.96,2599.8,2750.05
BAU,HadGEM2-ES,rcp85,2050,Agriculture,43012.18,42396.325,43571.3
BAU,HadGEM2-ES,rcp85,2050,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2050,Developed,32065.42,31312,32821.399999999994
BAU,HadGEM2-ES,rcp85,2050,Forest,154518.72,154231.925,154781.75
BAU,HadGEM2-ES,rcp85,2050,Grassland,43910.93,43418.75,44681.125
BAU,HadGEM2-ES,rcp85,2050,Shrubland,109789.03,109483.45,110035.35
BAU,HadGEM2-ES,rcp85,2050,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2050,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2050,Wetland,2677.72,2599.375,2750.5249999999996
BAU,HadGEM2-ES,rcp85,2051,Agriculture,42964.35,42323.225000000006,43522.45
BAU,HadGEM2-ES,rcp85,2051,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2051,Developed,32236.63,31457.425,33000.75
BAU,HadGEM2-ES,rcp85,2051,Forest,154480.21,154167.925,154748.825
BAU,HadGEM2-ES,rcp85,2051,Grassland,43865.69,43314.4,44666.925
BAU,HadGEM2-ES,rcp85,2051,Shrubland,109749.23,109442.65,109957.45
BAU,HadGEM2-ES,rcp85,2051,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2051,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2051,Wetland,2677.89,2599.85,2756.1
BAU,HadGEM2-ES,rcp85,2052,Agriculture,42921.89,42308.475000000006,43468.075
BAU,HadGEM2-ES,rcp85,2052,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2052,Developed,32432.53,31704.175,33279.45
BAU,HadGEM2-ES,rcp85,2052,Forest,154435.11,154118.275,154689.625
BAU,HadGEM2-ES,rcp85,2052,Grassland,43804.88,43270.45,44628.45
BAU,HadGEM2-ES,rcp85,2052,Shrubland,109702,109358.975,109914.525
BAU,HadGEM2-ES,rcp85,2052,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2052,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2052,Wetland,2677.59,2597.475,2753.5249999999996
BAU,HadGEM2-ES,rcp85,2053,Agriculture,42875.8,42254,43372.149999999994
BAU,HadGEM2-ES,rcp85,2053,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2053,Developed,32615.23,31858.525,33472.5
BAU,HadGEM2-ES,rcp85,2053,Forest,154393.52,154073.47499999998,154633.65000000002
BAU,HadGEM2-ES,rcp85,2053,Grassland,43751.91,43193.8,44578.225000000006
BAU,HadGEM2-ES,rcp85,2053,Shrubland,109659.73,109309,109891.3
BAU,HadGEM2-ES,rcp85,2053,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2053,Water,18655,18655,18655
BAU,HadGEM2-ES,rcp85,2053,Wetland,2677.81,2599.85,2755.625
BAU,HadGEM2-ES,rcp85,2054,Agriculture,42831.21,42204.075,43333
BAU,HadGEM2-ES,rcp85,2054,Barren,19155,19155,19155
BAU,HadGEM2-ES,rcp85,2054,Developed,32787.67,31981.100000000002,33625.8
BAU,HadGEM2-ES,rcp85,2054,Forest,154354.36,154047.65,154585.05
BAU,HadGEM2-ES,rcp85,2054,Grassland,43703.05,43148.55,44524.025
BAU,HadGEM2-ES,rcp85,2054,Shrubland,109619.68,109299.375,109861.875
BAU,HadGEM2-ES,rcp85,2054,SnowIce,28,28,28
BAU,HadGEM2-ES,rcp85,2054,Water,18655,18655,18655
