LUC,GCM,RCP,Timestep,LULC,Mean,Lower,Upper
Low,MIROC5,rcp85,2052,Forest,155133.63,155045.84999999998,155221.72499999998
Low,MIROC5,rcp85,2052,Grassland,45214.3,45024.85,45397.75
Low,MIROC5,rcp85,2052,Shrubland,110567.64,110463.2,110669.575
Low,MIROC5,rcp85,2052,SnowIce,28,28,28
Low,MIROC5,rcp85,2052,Water,18655,18655,18655
Low,MIROC5,rcp85,2052,Wetland,2812.1,2756.375,2872
Low,MIROC5,rcp85,2053,Agriculture,42731.94,42508.825,42950
Low,MIROC5,rcp85,2053,Barren,19155,19155,19155
Low,MIROC5,rcp85,2053,Developed,29527.27,29407.475,29692.575
Low,MIROC5,rcp85,2053,Forest,155123.7,155038.375,155216.09999999998
Low,MIROC5,rcp85,2053,Grassland,45216.5,45020.75,45422
Low,MIROC5,rcp85,2053,Shrubland,110559.1,110449.29999999999,110671.625
Low,MIROC5,rcp85,2053,SnowIce,28,28,28
Low,MIROC5,rcp85,2053,Water,18655,18655,18655
Low,MIROC5,rcp85,2053,Wetland,2815.49,2757.475,2880.625
Low,MIROC5,rcp85,2054,Agriculture,42706.35,42476.274999999994,42931.75
Low,MIROC5,rcp85,2054,Barren,19155,19155,19155
Low,MIROC5,rcp85,2054,Developed,29563.97,29438.949999999997,29734.15
Low,MIROC5,rcp85,2054,Forest,155113.64,155023,155207.05
Low,MIROC5,rcp85,2054,Grassland,45217.79,45031.274999999994,45426
Low,MIROC5,rcp85,2054,Shrubland,110553.05,110443.9,110665.04999999999
Low,MIROC5,rcp85,2054,SnowIce,28,28,28
Low,MIROC5,rcp85,2054,Water,18655,18655,18655
Low,MIROC5,rcp85,2054,Wetland,2819.2,2763,2886.875
Low,MIROC5,rcp85,2055,Agriculture,42679.2,42443.175,42907.175
Low,MIROC5,rcp85,2055,Barren,19155,19155,19155
Low,MIROC5,rcp85,2055,Developed,29600.95,29474,29767.725
Low,MIROC5,rcp85,2055,Forest,155104.79,155018,155201.15000000002
Low,MIROC5,rcp85,2055,Grassland,45217.03,45035.649999999994,45416
Low,MIROC5,rcp85,2055,Shrubland,110548.31,110432.55,110655.625
Low,MIROC5,rcp85,2055,SnowIce,28,28,28
Low,MIROC5,rcp85,2055,Water,18655,18655,18655
Low,MIROC5,rcp85,2055,Wetland,2823.72,2762.475,2889.15
Low,MIROC5,rcp85,2056,Agriculture,42652.35,42422.575,42879.774999999994
Low,MIROC5,rcp85,2056,Barren,19155,19155,19155
Low,MIROC5,rcp85,2056,Developed,29637.69,29512.75,29809.725
Low,MIROC5,rcp85,2056,Forest,155094.65,155009.375,155189.09999999998
Low,MIROC5,rcp85,2056,Grassland,45219.97,45045.475,45416
Low,MIROC5,rcp85,2056,Shrubland,110541.71,110421.175,110651.625
Low,MIROC5,rcp85,2056,SnowIce,28,28,28
Low,MIROC5,rcp85,2056,Water,18655,18655,18655
Low,MIROC5,rcp85,2056,Wetland,2827.63,2764.95,2890.1000000000004
Low,MIROC5,rcp85,2057,Agriculture,42625.75,42394.55,42834.05
Low,MIROC5,rcp85,2057,Barren,19155,19155,19155
Low,MIROC5,rcp85,2057,Developed,29675.26,29550.8,29848.15
Low,MIROC5,rcp85,2057,Forest,155084.75,154999.8,155180.1
Low,MIROC5,rcp85,2057,Grassland,45220.74,45032.175,45415
Low,MIROC5,rcp85,2057,Shrubland,110535.82,110410.275,110644.675
Low,MIROC5,rcp85,2057,SnowIce,28,28,28
Low,MIROC5,rcp85,2057,Water,18655,18655,18655
Low,MIROC5,rcp85,2057,Wetland,2831.68,2767.95,2896.975
Low,MIROC5,rcp85,2058,Agriculture,42599.85,42389.575,42807.05
Low,MIROC5,rcp85,2058,Barren,19155,19155,19155
Low,MIROC5,rcp85,2058,Developed,29709.5,29583.85,29873.35
Low,MIROC5,rcp85,2058,Forest,155075.3,154987.425,155169
Low,MIROC5,rcp85,2058,Grassland,45224.21,45029.3,45413.100000000006
Low,MIROC5,rcp85,2058,Shrubland,110529.46,110398.17499999999,110649.1
Low,MIROC5,rcp85,2058,SnowIce,28,28,28
Low,MIROC5,rcp85,2058,Water,18655,18655,18655
Low,MIROC5,rcp85,2058,Wetland,2835.68,2770.475,2901.25
Low,MIROC5,rcp85,2059,Agriculture,42571.56,42350.8,42794.625
Low,MIROC5,rcp85,2059,Barren,19155,19155,19155
Low,MIROC5,rcp85,2059,Developed,29746.15,29614.025,29904.5
Low,MIROC5,rcp85,2059,Forest,155064.94,154976,155168.77500000002
Low,MIROC5,rcp85,2059,Grassland,45227.08,45036.075,45409.4
Low,MIROC5,rcp85,2059,Shrubland,110524.21,110387.025,110641.525
Low,MIROC5,rcp85,2059,SnowIce,28,28,28
Low,MIROC5,rcp85,2059,Water,18655,18655,18655
Low,MIROC5,rcp85,2059,Wetland,2840.06,2775.375,2904.675
Low,MIROC5,rcp85,2060,Agriculture,42544.82,42323.375,42772.725
Low,MIROC5,rcp85,2060,Barren,19155,19155,19155
Low,MIROC5,rcp85,2060,Developed,29782.99,29645.35,29937.65
Low,MIROC5,rcp85,2060,Forest,155054.28,154962.375,155155.925
Low,MIROC5,rcp85,2060,Grassland,45228.94,45028.675,45428
Low,MIROC5,rcp85,2060,Shrubland,110518.58,110383.5,110638.3
Low,MIROC5,rcp85,2060,SnowIce,28,28,28
Low,MIROC5,rcp85,2060,Water,18655,18655,18655
Low,MIROC5,rcp85,2060,Wetland,2844.39,2781,2913.1499999999996
Low,MIROC5,rcp85,2061,Agriculture,42518.26,42286.15,42759.325
Low,MIROC5,rcp85,2061,Barren,19155,19155,19155
Low,MIROC5,rcp85,2061,Developed,29819.08,29684.975,29975.075
Low,MIROC5,rcp85,2061,Forest,155044.92,154955.65000000002,155138.2
Low,MIROC5,rcp85,2061,Grassland,45229.96,45039.2,45429
Low,MIROC5,rcp85,2061,Shrubland,110513.08,110380.225,110629
Low,MIROC5,rcp85,2061,SnowIce,28,28,28
Low,MIROC5,rcp85,2061,Water,18655,18655,18655
Low,MIROC5,rcp85,2061,Wetland,2848.7,2787.85,2913.575
Low,MIROC5,rcp85,2062,Agriculture,42494.18,42263.825,42738.075
Low,MIROC5,rcp85,2062,Barren,19155,19155,19155
Low,MIROC5,rcp85,2062,Developed,29850.51,29710.65,30008.175
Low,MIROC5,rcp85,2062,Forest,155034.92,154944.375,155131.05
Low,MIROC5,rcp85,2062,Grassland,45232.15,45029.850000000006,45423
Low,MIROC5,rcp85,2062,Shrubland,110509.09,110383.42499999999,110631.625
Low,MIROC5,rcp85,2062,SnowIce,28,28,28
Low,MIROC5,rcp85,2062,Water,18655,18655,18655
Low,MIROC5,rcp85,2062,Wetland,2853.15,2791,2921.15
Low,MIROC5,rcp85,2063,Agriculture,42471.06,42231.7,42720.524999999994
Low,MIROC5,rcp85,2063,Barren,19155,19155,19155
Low,MIROC5,rcp85,2063,Developed,29880.22,29740.975,30033.55
Low,MIROC5,rcp85,2063,Forest,155025.63,154933.95,155124.875
Low,MIROC5,rcp85,2063,Grassland,45234.52,45033.274999999994,45435
Low,MIROC5,rcp85,2063,Shrubland,110505.12,110381.125,110631.1
Low,MIROC5,rcp85,2063,SnowIce,28,28,28
Low,MIROC5,rcp85,2063,Water,18655,18655,18655
Low,MIROC5,rcp85,2063,Wetland,2857.45,2792.475,2930.525
Low,MIROC5,rcp85,2064,Agriculture,42447.43,42206.85,42709.2
Low,MIROC5,rcp85,2064,Barren,19155,19155,19155
Low,MIROC5,rcp85,2064,Developed,29910.46,29773.449999999997,30062.125
Low,MIROC5,rcp85,2064,Forest,155016.19,154924.425,155116.59999999998
Low,MIROC5,rcp85,2064,Grassland,45239.05,45030.5,45436
Low,MIROC5,rcp85,2064,Shrubland,110499.95,110390.375,110631.57500000001
Low,MIROC5,rcp85,2064,SnowIce,28,28,28
Low,MIROC5,rcp85,2064,Water,18655,18655,18655
Low,MIROC5,rcp85,2064,Wetland,2860.92,2794.475,2931.7250000000004
Low,MIROC5,rcp85,2065,Agriculture,42424.28,42167.35,42678.7
Low,MIROC5,rcp85,2065,Barren,19155,19155,19155
Low,MIROC5,rcp85,2065,Developed,29939.08,29796.225,30090.55
Low,MIROC5,rcp85,2065,Forest,155006.35,154911.375,155103.59999999998
Low,MIROC5,rcp85,2065,Grassland,45241.84,45035.375,45464.524999999994
Low,MIROC5,rcp85,2065,Shrubland,110497.27,110395,110623.725
Low,MIROC5,rcp85,2065,SnowIce,28,28,28
Low,MIROC5,rcp85,2065,Water,18655,18655,18655
Low,MIROC5,rcp85,2065,Wetland,2865.18,2795.425,2930.975
Low,MIROC5,rcp85,2066,Agriculture,42402.2,42140.55,42645.35
Low,MIROC5,rcp85,2066,Barren,19155,19155,19155
Low,MIROC5,rcp85,2066,Developed,29965.4,29819.275,30119.75
Low,MIROC5,rcp85,2066,Forest,154997.26,154905,155097.925
Low,MIROC5,rcp85,2066,Grassland,45245.48,45040.95,45482
Low,MIROC5,rcp85,2066,Shrubland,110494.66,110378.8,110623.7
Low,MIROC5,rcp85,2066,SnowIce,28,28,28
Low,MIROC5,rcp85,2066,Water,18655,18655,18655
Low,MIROC5,rcp85,2066,Wetland,2869,2797,2938.1499999999996
Low,MIROC5,rcp85,2067,Agriculture,42380.19,42120.7,42622.35
Low,MIROC5,rcp85,2067,Barren,19155,19155,19155
Low,MIROC5,rcp85,2067,Developed,29992.25,29846.324999999997,30144.225
Low,MIROC5,rcp85,2067,Forest,154987.57,154886,155087.3
Low,MIROC5,rcp85,2067,Grassland,45249.24,45047.475,45483
Low,MIROC5,rcp85,2067,Shrubland,110491.84,110370.225,110629.05
Low,MIROC5,rcp85,2067,SnowIce,28,28,28
Low,MIROC5,rcp85,2067,Water,18655,18655,18655
Low,MIROC5,rcp85,2067,Wetland,2872.91,2797.9,2947.1499999999996
Low,MIROC5,rcp85,2068,Agriculture,42361.89,42103,42623.925
Low,MIROC5,rcp85,2068,Barren,19155,19155,19155
Low,MIROC5,rcp85,2068,Developed,30016.77,29874.65,30168.85
Low,MIROC5,rcp85,2068,Forest,154977.99,154875,155074
Low,MIROC5,rcp85,2068,Grassland,45253.97,45053.850000000006,45469
Low,MIROC5,rcp85,2068,Shrubland,110487.37,110361.95,110617.275
Low,MIROC5,rcp85,2068,SnowIce,28,28,28
Low,MIROC5,rcp85,2068,Water,18655,18655,18655
Low,MIROC5,rcp85,2068,Wetland,2876.01,2802.475,2949.1499999999996
Low,MIROC5,rcp85,2069,Agriculture,42340.59,42078.125,42591.625
Low,MIROC5,rcp85,2069,Barren,19155,19155,19155
Low,MIROC5,rcp85,2069,Developed,30039,29898.175,30192.425
Low,MIROC5,rcp85,2069,Forest,154969.54,154867,155065.625
Low,MIROC5,rcp85,2069,Grassland,45258.93,45050.425,45471
Low,MIROC5,rcp85,2069,Shrubland,110485.67,110361.65,110617.07500000001
Low,MIROC5,rcp85,2069,SnowIce,28,28,28
Low,MIROC5,rcp85,2069,Water,18655,18655,18655
Low,MIROC5,rcp85,2069,Wetland,2880.27,2807.95,2950.675
Low,MIROC5,rcp85,2070,Agriculture,42319.91,42066.3,42564.575
Low,MIROC5,rcp85,2070,Barren,19155,19155,19155
Low,MIROC5,rcp85,2070,Developed,30060.91,29917.975,30215.324999999997
Low,MIROC5,rcp85,2070,Forest,154960.64,154861.47499999998,155059.625
Low,MIROC5,rcp85,2070,Grassland,45262.73,45054.75,45492
Low,MIROC5,rcp85,2070,Shrubland,110484.6,110352.975,110614.29999999999
Low,MIROC5,rcp85,2070,SnowIce,28,28,28
Low,MIROC5,rcp85,2070,Water,18655,18655,18655
Low,MIROC5,rcp85,2070,Wetland,2885.21,2812.8,2963.5249999999996
Low,MIROC5,rcp85,2071,Agriculture,42298.89,42049.975,42552.05
Low,MIROC5,rcp85,2071,Barren,19155,19155,19155
Low,MIROC5,rcp85,2071,Developed,30081.18,29943.25,30234.7
Low,MIROC5,rcp85,2071,Forest,154952.62,154856,155052.625
Low,MIROC5,rcp85,2071,Grassland,45268.16,45045.7,45520
Low,MIROC5,rcp85,2071,Shrubland,110483.02,110355.925,110628.8
Low,MIROC5,rcp85,2071,SnowIce,28,28,28
Low,MIROC5,rcp85,2071,Water,18655,18655,18655
Low,MIROC5,rcp85,2071,Wetland,2890.13,2816.8,2965.575
Low,MIROC5,rcp85,2072,Agriculture,42282.1,42029.175,42535.825
Low,MIROC5,rcp85,2072,Barren,19155,19155,19155
Low,MIROC5,rcp85,2072,Developed,30100.55,29960.6,30251.225
Low,MIROC5,rcp85,2072,Forest,154943.4,154848,155042.625
Low,MIROC5,rcp85,2072,Grassland,45272.75,45057.225,45517.149999999994
Low,MIROC5,rcp85,2072,Shrubland,110481.31,110353.17499999999,110621.92499999999
Low,MIROC5,rcp85,2072,SnowIce,28,28,28
Low,MIROC5,rcp85,2072,Water,18655,18655,18655
Low,MIROC5,rcp85,2072,Wetland,2893.89,2818.4750000000004,2970.625
Low,MIROC5,rcp85,2073,Agriculture,42266.39,42017.4,42514.675
Low,MIROC5,rcp85,2073,Barren,19155,19155,19155
Low,MIROC5,rcp85,2073,Developed,30118.76,29975.75,30271.175
Low,MIROC5,rcp85,2073,Forest,154934.25,154838,155033.09999999998
Low,MIROC5,rcp85,2073,Grassland,45276.76,45057.45,45508.25
Low,MIROC5,rcp85,2073,Shrubland,110480.35,110353,110624.475
Low,MIROC5,rcp85,2073,SnowIce,28,28,28
Low,MIROC5,rcp85,2073,Water,18655,18655,18655
Low,MIROC5,rcp85,2073,Wetland,2897.49,2818.95,2979.2
Low,MIROC5,rcp85,2074,Agriculture,42247.44,41993.024999999994,42494
Low,MIROC5,rcp85,2074,Barren,19155,19155,19155
Low,MIROC5,rcp85,2074,Developed,30135.64,29991.275,30287.449999999997
Low,MIROC5,rcp85,2074,Forest,154925.93,154828,155027.2
Low,MIROC5,rcp85,2074,Grassland,45283.86,45053.525,45525.2
Low,MIROC5,rcp85,2074,Shrubland,110479.52,110356.475,110621.75
Low,MIROC5,rcp85,2074,SnowIce,28,28,28
Low,MIROC5,rcp85,2074,Water,18655,18655,18655
Low,MIROC5,rcp85,2074,Wetland,2901.61,2824.9,2984.525
Low,MIROC5,rcp85,2075,Agriculture,42228.66,41971.575,42489.825
Low,MIROC5,rcp85,2075,Barren,19155,19155,19155
Low,MIROC5,rcp85,2075,Developed,30151.2,30007.025,30302.550000000003
Low,MIROC5,rcp85,2075,Forest,154918,154814,155017.675
Low,MIROC5,rcp85,2075,Grassland,45291.3,45063.25,45524
Low,MIROC5,rcp85,2075,Shrubland,110478.87,110350,110620.04999999999
Low,MIROC5,rcp85,2075,SnowIce,28,28,28
Low,MIROC5,rcp85,2075,Water,18655,18655,18655
Low,MIROC5,rcp85,2075,Wetland,2905.97,2829.7,2990.675
Low,MIROC5,rcp85,2076,Agriculture,42214.9,41949.9,42475.2
Low,MIROC5,rcp85,2076,Barren,19155,19155,19155
Low,MIROC5,rcp85,2076,Developed,30164.65,30021.45,30315.925000000003
Low,MIROC5,rcp85,2076,Forest,154909.6,154804,155013.52500000002
Low,MIROC5,rcp85,2076,Grassland,45296.08,45065.5,45515
Low,MIROC5,rcp85,2076,Shrubland,110478.57,110353,110624.525
Low,MIROC5,rcp85,2076,SnowIce,28,28,28
Low,MIROC5,rcp85,2076,Water,18655,18655,18655
Low,MIROC5,rcp85,2076,Wetland,2910.2,2834.225,2993.3999999999996
Low,MIROC5,rcp85,2077,Agriculture,42198.2,41920.5,42474.825
Low,MIROC5,rcp85,2077,Barren,19155,19155,19155
Low,MIROC5,rcp85,2077,Developed,30176.86,30035.55,30329.199999999997
Low,MIROC5,rcp85,2077,Forest,154902.24,154796.8,155009.1
Low,MIROC5,rcp85,2077,Grassland,45302.89,45081.05,45538
Low,MIROC5,rcp85,2077,Shrubland,110479.35,110351.65,110637.2
Low,MIROC5,rcp85,2077,SnowIce,28,28,28
Low,MIROC5,rcp85,2077,Water,18655,18655,18655
Low,MIROC5,rcp85,2077,Wetland,2914.46,2839.225,2997.2
Low,MIROC5,rcp85,2078,Agriculture,42183.64,41909.899999999994,42467.524999999994
Low,MIROC5,rcp85,2078,Barren,19155,19155,19155
Low,MIROC5,rcp85,2078,Developed,30188.03,30046.125,30339.775
Low,MIROC5,rcp85,2078,Forest,154894.34,154786.85,155000.1
Low,MIROC5,rcp85,2078,Grassland,45308.84,45077.274999999994,45549.05
Low,MIROC5,rcp85,2078,Shrubland,110480.39,110348.5,110634.725
Low,MIROC5,rcp85,2078,SnowIce,28,28,28
Low,MIROC5,rcp85,2078,Water,18655,18655,18655
Low,MIROC5,rcp85,2078,Wetland,2918.76,2839.8,3005.1499999999996
Low,MIROC5,rcp85,2079,Agriculture,42168.8,41893.65,42460.675
Low,MIROC5,rcp85,2079,Barren,19155,19155,19155
Low,MIROC5,rcp85,2079,Developed,30198.71,30056.375,30353.25
Low,MIROC5,rcp85,2079,Forest,154886.86,154776.95,154994.05
Low,MIROC5,rcp85,2079,Grassland,45314.95,45088.8,45552
Low,MIROC5,rcp85,2079,Shrubland,110481.51,110342.625,110634.35
Low,MIROC5,rcp85,2079,SnowIce,28,28,28
Low,MIROC5,rcp85,2079,Water,18655,18655,18655
Low,MIROC5,rcp85,2079,Wetland,2923.17,2843.75,3009.1499999999996
Low,MIROC5,rcp85,2080,Agriculture,42150.89,41871.1,42434.675
Low,MIROC5,rcp85,2080,Barren,19155,19155,19155
Low,MIROC5,rcp85,2080,Developed,30209.14,30065.425,30363.2
Low,MIROC5,rcp85,2080,Forest,154879.95,154769.85,154986.05
Low,MIROC5,rcp85,2080,Grassland,45324.95,45092.9,45556
Low,MIROC5,rcp85,2080,Shrubland,110481.82,110342.92499999999,110631.2
Low,MIROC5,rcp85,2080,SnowIce,28,28,28
Low,MIROC5,rcp85,2080,Water,18655,18655,18655
Low,MIROC5,rcp85,2080,Wetland,2927.25,2847.175,3007
Low,MIROC5,rcp85,2081,Agriculture,42133.31,41847.775,42421.525
Low,MIROC5,rcp85,2081,Barren,19155,19155,19155
Low,MIROC5,rcp85,2081,Developed,30219.2,30076.8,30372.725
Low,MIROC5,rcp85,2081,Forest,154872.08,154764.375,154980.15
Low,MIROC5,rcp85,2081,Grassland,45333.94,45100.475,45580
Low,MIROC5,rcp85,2081,Shrubland,110483.72,110340.775,110642.25
Low,MIROC5,rcp85,2081,SnowIce,28,28,28
Low,MIROC5,rcp85,2081,Water,18655,18655,18655
Low,MIROC5,rcp85,2081,Wetland,2931.75,2846.7,3013.1499999999996
Low,MIROC5,rcp85,2082,Agriculture,42117.08,41822.274999999994,42394.525
Low,MIROC5,rcp85,2082,Barren,19155,19155,19155
Low,MIROC5,rcp85,2082,Developed,30227.73,30086.8,30381.775
Low,MIROC5,rcp85,2082,Forest,154864.4,154756.375,154976.05
Low,MIROC5,rcp85,2082,Grassland,45342.89,45121.125,45595.775
Low,MIROC5,rcp85,2082,Shrubland,110485.88,110347.775,110643.45
Low,MIROC5,rcp85,2082,SnowIce,28,28,28
Low,MIROC5,rcp85,2082,Water,18655,18655,18655
Low,MIROC5,rcp85,2082,Wetland,2936.02,2854.65,3017.1
Low,MIROC5,rcp85,2083,Agriculture,42100.75,41805.274999999994,42383.525
Low,MIROC5,rcp85,2083,Barren,19155,19155,19155
Low,MIROC5,rcp85,2083,Developed,30235.41,30098.275,30388.2
Low,MIROC5,rcp85,2083,Forest,154857.55,154745.425,154971.09999999998
Low,MIROC5,rcp85,2083,Grassland,45351.88,45131.45,45598.625
Low,MIROC5,rcp85,2083,Shrubland,110487.55,110350.9,110649.20000000001
Low,MIROC5,rcp85,2083,SnowIce,28,28,28
Low,MIROC5,rcp85,2083,Water,18655,18655,18655
Low,MIROC5,rcp85,2083,Wetland,2940.86,2855.075,3024.1
Low,MIROC5,rcp85,2084,Agriculture,42085.68,41790.175,42368.675
Low,MIROC5,rcp85,2084,Barren,19155,19155,19155
Low,MIROC5,rcp85,2084,Developed,30243.35,30106.275,30397.625
Low,MIROC5,rcp85,2084,Forest,154850.1,154733.84999999998,154963.2
Low,MIROC5,rcp85,2084,Grassland,45358.69,45139.774999999994,45599.625
Low,MIROC5,rcp85,2084,Shrubland,110490.76,110346.85,110654.075
Low,MIROC5,rcp85,2084,SnowIce,28,28,28
Low,MIROC5,rcp85,2084,Water,18655,18655,18655
Low,MIROC5,rcp85,2084,Wetland,2945.42,2856.975,3031.05
Low,MIROC5,rcp85,2085,Agriculture,42071.44,41765.6,42351.725
Low,MIROC5,rcp85,2085,Barren,19155,19155,19155
Low,MIROC5,rcp85,2085,Developed,30250.67,30116.8,30406.575
Low,MIROC5,rcp85,2085,Forest,154842.49,154727.475,154959.675
Low,MIROC5,rcp85,2085,Grassland,45366.51,45140.525,45619.575
Low,MIROC5,rcp85,2085,Shrubland,110493.23,110347.5,110651.25
Low,MIROC5,rcp85,2085,SnowIce,28,28,28
Low,MIROC5,rcp85,2085,Water,18655,18655,18655
Low,MIROC5,rcp85,2085,Wetland,2949.66,2859.9750000000004,3040.05
Low,MIROC5,rcp85,2086,Agriculture,42056.52,41745.675,42335.625
Low,MIROC5,rcp85,2086,Barren,19155,19155,19155
Low,MIROC5,rcp85,2086,Developed,30257.44,30121.324999999997,30414.05
Low,MIROC5,rcp85,2086,Forest,154834.55,154721.22499999998,154954.625
Low,MIROC5,rcp85,2086,Grassland,45375.29,45148.625,45619.274999999994
Low,MIROC5,rcp85,2086,Shrubland,110495.64,110357.875,110657.125
Low,MIROC5,rcp85,2086,SnowIce,28,28,28
Low,MIROC5,rcp85,2086,Water,18655,18655,18655
Low,MIROC5,rcp85,2086,Wetland,2954.56,2861.55,3040
Low,MIROC5,rcp85,2087,Agriculture,42044.17,41733.525,42319.05
Low,MIROC5,rcp85,2087,Barren,19155,19155,19155
Low,MIROC5,rcp85,2087,Developed,30264.71,30132.275,30418
Low,MIROC5,rcp85,2087,Forest,154825.67,154709.75,154948.52500000002
Low,MIROC5,rcp85,2087,Grassland,45384.17,45147.075,45630.85
Low,MIROC5,rcp85,2087,Shrubland,110496.86,110359.225,110659.6
Low,MIROC5,rcp85,2087,SnowIce,28,28,28
Low,MIROC5,rcp85,2087,Water,18655,18655,18655
Low,MIROC5,rcp85,2087,Wetland,2958.42,2870.2,3044.1
Low,MIROC5,rcp85,2088,Agriculture,42029.67,41712.875,42303.45
Low,MIROC5,rcp85,2088,Barren,19155,19155,19155
Low,MIROC5,rcp85,2088,Developed,30271.54,30138.85,30425.525
Low,MIROC5,rcp85,2088,Forest,154817.53,154704.325,154940.625
Low,MIROC5,rcp85,2088,Grassland,45391.4,45150.925,45640.25
Low,MIROC5,rcp85,2088,Shrubland,110500,110363.3,110651.92499999999
Low,MIROC5,rcp85,2088,SnowIce,28,28,28
Low,MIROC5,rcp85,2088,Water,18655,18655,18655
Low,MIROC5,rcp85,2088,Wetland,2963.86,2871.925,3053
Low,MIROC5,rcp85,2089,Agriculture,42013.47,41699.075,42287.4
Low,MIROC5,rcp85,2089,Barren,19155,19155,19155
Low,MIROC5,rcp85,2089,Developed,30277.94,30145.325,30435.525
Low,MIROC5,rcp85,2089,Forest,154810.3,154697.95,154937.625
Low,MIROC5,rcp85,2089,Grassland,45400.83,45169.6,45641.725000000006
Low,MIROC5,rcp85,2089,Shrubland,110502.66,110357.875,110662.4
Low,MIROC5,rcp85,2089,SnowIce,28,28,28
Low,MIROC5,rcp85,2089,Water,18655,18655,18655
Low,MIROC5,rcp85,2089,Wetland,2968.8,2876.975,3059.1
Low,MIROC5,rcp85,2090,Agriculture,42000.62,41690,42267.975
Low,MIROC5,rcp85,2090,Barren,19155,19155,19155
Low,MIROC5,rcp85,2090,Developed,30285.34,30152.324999999997,30442.525
Low,MIROC5,rcp85,2090,Forest,154801.97,154681.425,154934.525
Low,MIROC5,rcp85,2090,Grassland,45408.43,45174.175,45648.725000000006
Low,MIROC5,rcp85,2090,Shrubland,110504.23,110372.92499999999,110662.2
Low,MIROC5,rcp85,2090,SnowIce,28,28,28
Low,MIROC5,rcp85,2090,Water,18655,18655,18655
Low,MIROC5,rcp85,2090,Wetland,2973.41,2883.7,3065.15
Low,MIROC5,rcp85,2091,Agriculture,41985.82,41675,42249.775
Low,MIROC5,rcp85,2091,Barren,19155,19155,19155
Low,MIROC5,rcp85,2091,Developed,30291.4,30156.275,30446.050000000003
Low,MIROC5,rcp85,2091,Forest,154794.58,154668.84999999998,154927.05
Low,MIROC5,rcp85,2091,Grassland,45416.11,45183.7,45655.2
Low,MIROC5,rcp85,2091,Shrubland,110507.16,110374.70000000001,110669.15
Low,MIROC5,rcp85,2091,SnowIce,28,28,28
Low,MIROC5,rcp85,2091,Water,18655,18655,18655
Low,MIROC5,rcp85,2091,Wetland,2978.93,2889.8,3074.575
Low,MIROC5,rcp85,2092,Agriculture,41972.78,41672,42234.05
Low,MIROC5,rcp85,2092,Barren,19155,19155,19155
Low,MIROC5,rcp85,2092,Developed,30297.91,30163.699999999997,30451.575
Low,MIROC5,rcp85,2092,Forest,154785.89,154663,154919.05
Low,MIROC5,rcp85,2092,Grassland,45424.6,45197.399999999994,45647.725
Low,MIROC5,rcp85,2092,Shrubland,110509.03,110373.7,110678.04999999999
Low,MIROC5,rcp85,2092,SnowIce,28,28,28
Low,MIROC5,rcp85,2092,Water,18655,18655,18655
Low,MIROC5,rcp85,2092,Wetland,2983.79,2891.8,3075
Low,MIROC5,rcp85,2093,Agriculture,41958.61,41655,42228.925
Low,MIROC5,rcp85,2093,Barren,19155,19155,19155
Low,MIROC5,rcp85,2093,Developed,30304.45,30169.175,30457.050000000003
Low,MIROC5,rcp85,2093,Forest,154778.3,154649.075,154913.2
Low,MIROC5,rcp85,2093,Grassland,45432.43,45201.425,45660.2
Low,MIROC5,rcp85,2093,Shrubland,110511.51,110367.6,110682.775
Low,MIROC5,rcp85,2093,SnowIce,28,28,28
Low,MIROC5,rcp85,2093,Water,18655,18655,18655
Low,MIROC5,rcp85,2093,Wetland,2988.7,2896.6,3088.525
Low,MIROC5,rcp85,2094,Agriculture,41941.56,41639,42213.025
Low,MIROC5,rcp85,2094,Barren,19155,19155,19155
Low,MIROC5,rcp85,2094,Developed,30311.04,30177.225,30465.525
Low,MIROC5,rcp85,2094,Forest,154770.37,154646.075,154904.25
Low,MIROC5,rcp85,2094,Grassland,45442.59,45204.475,45662.4
Low,MIROC5,rcp85,2094,Shrubland,110515.03,110370.79999999999,110682.575
Low,MIROC5,rcp85,2094,SnowIce,28,28,28
Low,MIROC5,rcp85,2094,Water,18655,18655,18655
Low,MIROC5,rcp85,2094,Wetland,2993.41,2899.875,3086.575
Low,MIROC5,rcp85,2095,Agriculture,41924.87,41620,42187.825
Low,MIROC5,rcp85,2095,Barren,19155,19155,19155
Low,MIROC5,rcp85,2095,Developed,30318.58,30182.125,30473.525
Low,MIROC5,rcp85,2095,Forest,154763.13,154641.45,154898.2
Low,MIROC5,rcp85,2095,Grassland,45450.21,45204.425,45670.45
Low,MIROC5,rcp85,2095,Shrubland,110518.77,110378.8,110694.25
Low,MIROC5,rcp85,2095,SnowIce,28,28,28
Low,MIROC5,rcp85,2095,Water,18655,18655,18655
Low,MIROC5,rcp85,2095,Wetland,2998.44,2903.875,3092
Low,MIROC5,rcp85,2096,Agriculture,41913.61,41606.425,42183.525
Low,MIROC5,rcp85,2096,Barren,19155,19155,19155
Low,MIROC5,rcp85,2096,Developed,30325.85,30187.175000000003,30481.050000000003
Low,MIROC5,rcp85,2096,Forest,154753.62,154634.75,154887.825
Low,MIROC5,rcp85,2096,Grassland,45459.63,45228.274999999994,45670.875
Low,MIROC5,rcp85,2096,Shrubland,110519.29,110378.42499999999,110694.525
Low,MIROC5,rcp85,2096,SnowIce,28,28,28
Low,MIROC5,rcp85,2096,Water,18655,18655,18655
