LUC,GCM,RCP,Timestep,Ecosystem,StockGroup,Mean,Lower,Upper
BAU,MIROC5,rcp85,2088,No,Atmosphere,-971695.5378796952,-1040215.8801047078,-890490.5260402462
BAU,MIROC5,rcp85,2088,No,DOM,162.83727152052413,138.43222917610404,189.52177516022368
BAU,MIROC5,rcp85,2088,No,HAP,1223560.120678269,1208043.5116587214,1241197.060187852
BAU,MIROC5,rcp85,2088,No,HWP,329655.11453638965,306943.7294224958,348856.98515001376
BAU,MIROC5,rcp85,2088,No,Live,2163.3045887689445,1907.0511436270422,2413.674496577596
BAU,MIROC5,rcp85,2088,No,Soil,75123.48463443313,68964.76140356417,80110.81071718162
BAU,MIROC5,rcp85,2088,Yes,DOM,439215.6654430647,414468.8119768546,463452.568752761
BAU,MIROC5,rcp85,2088,Yes,Live,1332613.9359507186,1268453.6219198487,1393325.9765311354
BAU,MIROC5,rcp85,2088,Yes,Soil,2199015.639691902,2188940.314602622,2209348.2226900365
BAU,MIROC5,rcp85,2089,No,Aquatic,195422.69834016552,195029.64885383862,196061.414018239
BAU,MIROC5,rcp85,2089,No,Atmosphere,-977965.1331291354,-1046128.9177150123,-897382.8646248037
BAU,MIROC5,rcp85,2089,No,DOM,163.18324277480687,138.8543622020456,189.61127063670193
BAU,MIROC5,rcp85,2089,No,HAP,1233884.4855890628,1218084.9252517992,1251944.5983810606
BAU,MIROC5,rcp85,2089,No,HWP,333368.0159721987,310768.15112856263,352273.5514217675
BAU,MIROC5,rcp85,2089,No,Live,2185.787158514055,1936.3978925025453,2443.7399784938134
BAU,MIROC5,rcp85,2089,No,Soil,75892.93937368858,69449.93430453993,81146.69790636517
BAU,MIROC5,rcp85,2089,Yes,DOM,461892.2227999167,431094.2487679423,496471.9907360214
BAU,MIROC5,rcp85,2089,Yes,Live,1309033.5296306391,1239795.1220873245,1371620.7131708427
BAU,MIROC5,rcp85,2089,Yes,Soil,2189253.286231409,2178873.1137513155,2198974.5155763472
BAU,MIROC5,rcp85,2090,No,Aquatic,197500.08349603243,197100.62111976233,198148.41250883072
BAU,MIROC5,rcp85,2090,No,Atmosphere,-1034864.5869159471,-1103731.017465701,-953778.565704996
BAU,MIROC5,rcp85,2090,No,DOM,163.6447391696069,138.75578920557774,190.07816855546676
BAU,MIROC5,rcp85,2090,No,HAP,1247656.039020718,1231742.3946796018,1266025.3935920275
BAU,MIROC5,rcp85,2090,No,HWP,337107.6367264573,313988.1706532989,356453.49289181945
BAU,MIROC5,rcp85,2090,No,Live,2212.2923956807917,1958.1812466840024,2467.957465764928
BAU,MIROC5,rcp85,2090,No,Soil,76696.17220223453,70511.0440009266,82165.38830677018
BAU,MIROC5,rcp85,2090,Yes,DOM,481054.3043200542,444664.5587644633,516400.5685859078
BAU,MIROC5,rcp85,2090,Yes,Live,1335710.9062219344,1261150.5990647974,1403092.2951732965
BAU,MIROC5,rcp85,2090,Yes,Soil,2179894.5230028485,2169131.083464219,2189814.785160007
BAU,MIROC5,rcp85,2091,No,Aquatic,199569.17669233712,199167.45840467035,200226.8798686426
BAU,MIROC5,rcp85,2091,No,Atmosphere,-1029380.6587729591,-1097545.9540690389,-949021.6441931617
BAU,MIROC5,rcp85,2091,No,DOM,164.66902991177014,140.2525263877207,190.83784889529807
BAU,MIROC5,rcp85,2091,No,HAP,1258044.4834492218,1242102.736969967,1276601.9443848291
BAU,MIROC5,rcp85,2091,No,HWP,340906.0529354759,317740.81423732685,360515.0462067129
BAU,MIROC5,rcp85,2091,No,Live,2236.5377776454366,1982.3757195195699,2507.1345940197416
BAU,MIROC5,rcp85,2091,No,Soil,77471.9623445127,71385.1755971808,82974.1417902849
BAU,MIROC5,rcp85,2091,Yes,DOM,482878.5560434607,448282.00921800814,516956.17282935476
BAU,MIROC5,rcp85,2091,Yes,Live,1315652.4922408573,1244204.433845946,1378961.7603997192
BAU,MIROC5,rcp85,2091,Yes,Soil,2175587.743469018,2164959.668279223,2185682.1070452905
BAU,MIROC5,rcp85,2092,No,Aquatic,201635.54590762028,201229.20636954982,202297.47014789825
BAU,MIROC5,rcp85,2092,No,Atmosphere,-991545.4140306244,-1059143.1030920194,-909436.9758035832
BAU,MIROC5,rcp85,2092,No,DOM,165.47018122973097,141.20623994271307,192.17760008624734
BAU,MIROC5,rcp85,2092,No,HAP,1265757.5573692492,1249674.7829865604,1284276.2563988352
BAU,MIROC5,rcp85,2092,No,HWP,344419.30571584654,321950.91601007094,365610.32761337433
BAU,MIROC5,rcp85,2092,No,Live,2254.3776598096406,1991.833606280615,2527.373954476597
BAU,MIROC5,rcp85,2092,No,Soil,78245.60159188513,72157.10093934277,83925.05417153024
BAU,MIROC5,rcp85,2092,Yes,DOM,475685.0579453682,442105.07423230185,510210.4221598169
BAU,MIROC5,rcp85,2092,Yes,Live,1277287.4775090823,1207625.1095674434,1337724.4872178035
BAU,MIROC5,rcp85,2092,Yes,Soil,2169226.035359595,2158582.5085337283,2178851.7206618586
BAU,MIROC5,rcp85,2093,No,Aquatic,203706.64091365287,203291.29906496464,204370.83543659607
BAU,MIROC5,rcp85,2093,No,Atmosphere,-988582.406502236,-1056363.6154703521,-907869.7129957089
BAU,MIROC5,rcp85,2093,No,DOM,165.87648651694414,141.49084882543104,193.24135640481262
BAU,MIROC5,rcp85,2093,No,HAP,1274549.0637066057,1257982.1701354487,1292985.4392289144
BAU,MIROC5,rcp85,2093,No,HWP,348044.3842583524,325510.1046387546,368538.38693604147
BAU,MIROC5,rcp85,2093,No,Live,2274.7014620574278,2006.57102545738,2544.4530064174774
BAU,MIROC5,rcp85,2093,No,Soil,79070.70682697653,72887.666489652,84774.12240199168
BAU,MIROC5,rcp85,2093,Yes,DOM,466800.4778853912,433285.9001785283,499132.1339566862
BAU,MIROC5,rcp85,2093,Yes,Live,1277087.7287078681,1205029.2961253328,1337754.7444005734
BAU,MIROC5,rcp85,2093,Yes,Soil,2160013.84146408,2149671.887141024,2169735.7743689884
BAU,MIROC5,rcp85,2094,No,Aquatic,205778.42434527527,205351.48838450125,206444.9228080892
BAU,MIROC5,rcp85,2094,No,Atmosphere,-1001341.835794351,-1067767.3828922801,-919740.5236848481
BAU,MIROC5,rcp85,2094,No,DOM,166.0358393319655,141.9580909124747,194.09503751228726
BAU,MIROC5,rcp85,2094,No,HAP,1285582.8638941043,1268619.9926946224,1304449.8836000224
BAU,MIROC5,rcp85,2094,No,HWP,351674.56258840655,329033.5276515895,372393.9954748304
BAU,MIROC5,rcp85,2094,No,Live,2298.5902965055147,2023.1612639255413,2570.2880218909936
BAU,MIROC5,rcp85,2094,No,Soil,79860.57128856561,73407.80645427182,85286.17179576242
BAU,MIROC5,rcp85,2094,Yes,DOM,463254.3455568462,427956.9551730388,496008.43753267254
BAU,MIROC5,rcp85,2094,Yes,Live,1285671.4298681286,1214689.8382896385,1343432.4678104436
BAU,MIROC5,rcp85,2094,Yes,Soil,2150186.027326334,2139538.8762301537,2160386.31352631
BAU,MIROC5,rcp85,2095,No,Aquatic,207835.292027152,207401.279938198,208505.6308086716
BAU,MIROC5,rcp85,2095,No,Atmosphere,-988626.4027539887,-1054233.762905163,-908348.7510163465
BAU,MIROC5,rcp85,2095,No,DOM,166.73568871955044,143.08895152254445,194.67724436989877
BAU,MIROC5,rcp85,2095,No,HAP,1294453.0187927363,1277090.394991033,1313892.8816283606
BAU,MIROC5,rcp85,2095,No,HWP,355235.883289033,332096.37296039733,376401.8410352195
BAU,MIROC5,rcp85,2095,No,Live,2319.936324458289,2051.110928324357,2591.0223754790777
BAU,MIROC5,rcp85,2095,No,Soil,80653.37010258129,74479.07190091143,86220.41559673831
BAU,MIROC5,rcp85,2095,Yes,DOM,469963.4016311014,433908.1222173373,502708.63788187254
BAU,MIROC5,rcp85,2095,Yes,Live,1259714.5553694335,1187066.9998348858,1314342.8551174179
BAU,MIROC5,rcp85,2095,Yes,Soil,2141415.2247379613,2130564.5101926923,2151690.918673956
BAU,MIROC5,rcp85,2096,No,Aquatic,209889.67377288232,209443.96168762728,210565.6191301837
BAU,MIROC5,rcp85,2096,No,Atmosphere,-987240.7286793956,-1051009.3202856237,-907317.0903589567
BAU,MIROC5,rcp85,2096,No,DOM,166.70402154712534,142.1312923294132,195.194795725108
BAU,MIROC5,rcp85,2096,No,HAP,1303880.6479665877,1286086.2264924129,1323686.3462694976
BAU,MIROC5,rcp85,2096,No,HWP,358679.58121789794,335549.8672616581,380299.42490947223
BAU,MIROC5,rcp85,2096,No,Live,2340.809338382954,2070.665961989744,2619.0011611805376
BAU,MIROC5,rcp85,2096,No,Soil,81445.8247781637,75131.92707333353,87196.03315007928
BAU,MIROC5,rcp85,2096,Yes,DOM,551431.3644531991,468721.5809194499,625618.399199836
BAU,MIROC5,rcp85,2096,Yes,Live,1170669.4419876873,1080937.6722980223,1256122.5208490025
BAU,MIROC5,rcp85,2096,Yes,Soil,2131867.696352335,2120838.801203002,2142211.445217639
BAU,MIROC5,rcp85,2097,No,Aquatic,211881.8145941445,211427.53122521244,212564.71524059938
BAU,MIROC5,rcp85,2097,No,Atmosphere,-1017407.7324631169,-1081106.4967979307,-935404.889576192
BAU,MIROC5,rcp85,2097,No,DOM,166.89940574101072,141.47785755941348,194.54176172149448
BAU,MIROC5,rcp85,2097,No,HAP,1315262.1530906674,1297085.1172402787,1335427.1900034428
BAU,MIROC5,rcp85,2097,No,HWP,362066.25078498013,338941.52796057053,383693.2568717665
BAU,MIROC5,rcp85,2097,No,Live,2361.6079355306597,2093.601928829413,2635.1884005178736
BAU,MIROC5,rcp85,2097,No,Soil,82224.5998046841,76141.51346466353,87969.91850689365
BAU,MIROC5,rcp85,2097,Yes,DOM,562242.5833672648,477236.29445869033,640715.8520181954
BAU,MIROC5,rcp85,2097,Yes,Live,1181904.9595548667,1081934.7405096707,1278590.0700681063
BAU,MIROC5,rcp85,2097,Yes,Soil,2122427.8791343593,2110508.723840104,2132477.0302102864
BAU,MIROC5,rcp85,2098,No,Aquatic,213863.2174361518,213376.35194747546,214552.6139907302
BAU,MIROC5,rcp85,2098,No,Atmosphere,-1023569.3689821551,-1089811.0139650775,-938017.7386138088
BAU,MIROC5,rcp85,2098,No,DOM,167.66435493852384,143.195535075374,195.002083597122
BAU,MIROC5,rcp85,2098,No,HAP,1325280.798647113,1307094.2886250485,1345615.467021951
BAU,MIROC5,rcp85,2098,No,HWP,365420.59815328044,342958.1635097305,387856.8472864219
BAU,MIROC5,rcp85,2098,No,Live,2380.8633059217173,2110.3795132465625,2666.5244748934656
BAU,MIROC5,rcp85,2098,No,Soil,82994.64865834283,76934.41911343716,88926.52087265711
BAU,MIROC5,rcp85,2098,Yes,DOM,568220.6953853555,485510.4827340995,641136.3478576902
BAU,MIROC5,rcp85,2098,Yes,Live,1172594.928241225,1075489.0396603772,1269993.060889756
BAU,MIROC5,rcp85,2098,Yes,Soil,2115776.970009328,2103178.170838828,2126569.083256848
BAU,MIROC5,rcp85,2099,No,Aquatic,215851.95959356028,215336.89795498876,216546.4808577889
BAU,MIROC5,rcp85,2099,No,Atmosphere,-1002375.700271395,-1068716.442431709,-918678.8991875504
BAU,MIROC5,rcp85,2099,No,DOM,167.80621895758932,143.07476034189608,195.0182640451585
BAU,MIROC5,rcp85,2099,No,HAP,1334533.2147769642,1316267.83663408,1355562.9193203705
BAU,MIROC5,rcp85,2099,No,HWP,368862.46766508004,345728.5770590871,392123.3686757318
BAU,MIROC5,rcp85,2099,No,Live,2398.034277855776,2120.7535586412328,2676.417007416983
BAU,MIROC5,rcp85,2099,No,Soil,83764.61453236565,77538.54910856232,89572.93781180689
BAU,MIROC5,rcp85,2099,Yes,DOM,553170.0290085347,471081.4441638255,623458.4329766538
BAU,MIROC5,rcp85,2099,Yes,Live,1157339.9983699585,1058836.712707901,1255554.1985964626
BAU,MIROC5,rcp85,2099,Yes,Soil,2109418.591037488,2096211.0941725392,2120973.348004396
BAU,MIROC5,rcp85,2100,No,Aquatic,217852.30224677533,217317.51539481146,218550.42230011628
BAU,MIROC5,rcp85,2100,No,Atmosphere,-985756.8584933454,-1051848.1935913314,-904125.6201270784
BAU,MIROC5,rcp85,2100,No,DOM,167.9580771861735,143.40123995245767,195.4972526324475
BAU,MIROC5,rcp85,2100,No,HAP,1343605.7970419852,1324601.2872413944,1364595.528684766
BAU,MIROC5,rcp85,2100,No,HWP,372276.1956279342,349292.53027025756,395892.89711363614
BAU,MIROC5,rcp85,2100,No,Live,2414.3988985832316,2150.117401675071,2683.4363513872736
BAU,MIROC5,rcp85,2100,No,Soil,84475.57754606662,78830.00744420715,90616.16982955951
BAU,MIROC5,rcp85,2100,Yes,DOM,540155.6561853538,458458.75498168636,609295.9331062186
BAU,MIROC5,rcp85,2100,Yes,Live,1148154.3618978374,1048087.0706469271,1244856.8205792066
BAU,MIROC5,rcp85,2100,Yes,Soil,2099785.6261809375,2085799.3103508207,2111949.6862938395
BAU,MIROC5,rcp85,2101,No,Aquatic,219854.98164206595,219305.70023232582,220556.31653706846
BAU,MIROC5,rcp85,2101,No,Atmosphere,-971162.4240888159,-1035819.698429608,-890427.662590968
BAU,MIROC5,rcp85,2101,No,DOM,168.00842753398774,143.60976103750056,194.44271318770475
BAU,MIROC5,rcp85,2101,No,HAP,1352539.07267647,1333366.3570299435,1373422.7115659164
BAU,MIROC5,rcp85,2101,No,HWP,375692.69027861574,352270.68863251025,398833.9888098367
BAU,MIROC5,rcp85,2101,No,Live,2432.0267136313637,2163.2652057252235,2696.1218578233975
BAU,MIROC5,rcp85,2101,No,Soil,85244.23875580326,79324.23288395826,91117.87968917802
BAU,MIROC5,rcp85,2101,Yes,DOM,529324.7062897279,448143.0127487724,598029.7419541815
BAU,MIROC5,rcp85,2101,Yes,Live,1140575.8616771912,1041615.5399223225,1236083.7924356982
BAU,MIROC5,rcp85,2101,Yes,Soil,2088461.8528369414,2074176.1115081648,2100755.6950315572
High,CanESM2,rcp45,2001,No,Aquatic,0,0,0
High,CanESM2,rcp45,2001,No,Atmosphere,0,0,0
High,CanESM2,rcp45,2001,No,DOM,0,0,0
High,CanESM2,rcp45,2001,No,HAP,0,0,0
High,CanESM2,rcp45,2001,No,HWP,0,0,0
High,CanESM2,rcp45,2001,No,Live,0,0,0
High,CanESM2,rcp45,2001,No,Soil,0,0,0
High,CanESM2,rcp45,2001,Yes,DOM,375852.5259054904,375852.5259054904,375852.5259054904
High,CanESM2,rcp45,2001,Yes,Live,1804282.7157985102,1804282.7157985102,1804282.7157985102
High,CanESM2,rcp45,2001,Yes,Soil,2642995.7735058544,2642995.7735058544,2642995.7735058544
High,CanESM2,rcp45,2002,No,Aquatic,2337.566386216231,2337.5663862151173,2337.5663862171723
High,CanESM2,rcp45,2002,No,Atmosphere,4772.7569182500665,4513.073167401977,5051.322517247372
High,CanESM2,rcp45,2002,No,DOM,3.90415971202818,1.9578106565617248,6.556259000389323
High,CanESM2,rcp45,2002,No,HAP,15359.304699656903,15356.526415233535,15362.280493928833
High,CanESM2,rcp45,2002,No,HWP,4856.360494307985,4496.584371739923,5221.848431816187
High,CanESM2,rcp45,2002,No,Live,60.40178921756348,47.504946907389325,75.084288129041
High,CanESM2,rcp45,2002,No,Soil,1784.8176356427036,1563.6329337925818,2026.1080388603746
High,CanESM2,rcp45,2002,Yes,DOM,371491.5463077534,371296.48658118944,371725.86163914914
High,CanESM2,rcp45,2002,Yes,Live,1782568.4565807388,1781977.0376760177,1783250.8887882638
High,CanESM2,rcp45,2002,Yes,Soil,2639895.9002378606,2639531.640645686,2640217.209066512
High,CanESM2,rcp45,2003,No,Aquatic,4666.306808956675,4665.830933679348,4666.802137128456
High,CanESM2,rcp45,2003,No,Atmosphere,-11749.506175823375,-12073.51422092202,-11402.930053291397
High,CanESM2,rcp45,2003,No,DOM,6.43110083974553,3.7605555928596,9.733725914602173
High,CanESM2,rcp45,2003,No,HAP,31745.87303592378,31708.48412803039,31776.21112883067
High,CanESM2,rcp45,2003,No,HWP,8936.014714636407,8455.595804541823,9425.878267341548
High,CanESM2,rcp45,2003,No,Live,88.44193016432985,72.20415987597298,105.67609129711298
High,CanESM2,rcp45,2003,No,Soil,2805.2138290893395,2547.1115465225644,3116.047213348893
High,CanESM2,rcp45,2003,Yes,DOM,368717.6130143332,368447.94624161243,368984.8659659122
High,CanESM2,rcp45,2003,Yes,Live,1783112.8378396784,1782358.4910227358,1783878.0319580636
High,CanESM2,rcp45,2003,Yes,Soil,2634801.789111549,2634397.982796102,2635166.451670356
High,CanESM2,rcp45,2004,No,Aquatic,6985.915837366732,6985.157012495856,6986.849728188824
High,CanESM2,rcp45,2004,No,Atmosphere,-43925.038826167816,-44363.5085743547,-43540.8970276146
High,CanESM2,rcp45,2004,No,DOM,9.08381788528894,5.9798486742069255,12.459959449129544
High,CanESM2,rcp45,2004,No,HAP,49779.33190529465,49704.989096455436,49853.467002241654
High,CanESM2,rcp45,2004,No,HWP,13458.022316137804,12892.97434836557,13926.864190768356
High,CanESM2,rcp45,2004,No,Live,116.71307749066115,100.76337113023246,132.74317181298022
High,CanESM2,rcp45,2004,No,Soil,3832.3067816748116,3504.428206646236,4136.481835570346
High,CanESM2,rcp45,2004,Yes,DOM,373194.10583515716,372896.65367634234,373472.9859964488
High,CanESM2,rcp45,2004,Yes,Live,1791057.6569450018,1790133.3237952616,1791970.024425757
High,CanESM2,rcp45,2004,Yes,Soil,2628622.917519519,2628137.0092208134,2629120.5488805044
High,CanESM2,rcp45,2005,No,Aquatic,9293.571865122536,9292.345921983419,9294.82476897604
High,CanESM2,rcp45,2005,No,Atmosphere,-111125.9358699751,-111712.2610987819,-110608.73886267049
High,CanESM2,rcp45,2005,No,DOM,13.66147591311744,9.664287650058352,17.844807375460896
High,CanESM2,rcp45,2005,No,HAP,71144.02306301787,70999.1208046239,71283.55331089222
High,CanESM2,rcp45,2005,No,HWP,18333.344350519437,17635.120812890396,18916.38562771753
High,CanESM2,rcp45,2005,No,Live,149.0522860187298,128.1689319564041,173.59804359691537
High,CanESM2,rcp45,2005,No,Soil,4939.225836975412,4545.028560241613,5415.2741181442
High,CanESM2,rcp45,2005,Yes,DOM,379444.02909783885,379194.3665784164,379808.8434036295
High,CanESM2,rcp45,2005,Yes,Live,1827603.8157407767,1826484.6649365614,1828703.472934555
High,CanESM2,rcp45,2005,Yes,Soil,2623336.227363227,2622786.0394592048,2623929.7952898154
High,CanESM2,rcp45,2006,No,Aquatic,11597.301781053595,11595.405013777003,11599.007733153714
High,CanESM2,rcp45,2006,No,Atmosphere,-142528.95768732246,-143216.20393530728,-141863.3477167053
High,CanESM2,rcp45,2006,No,DOM,19.0004218735914,13.714963195967325,24.329184147192798
High,CanESM2,rcp45,2006,No,HAP,91419.74352180946,91190.4438148108,91600.87196157151
High,CanESM2,rcp45,2006,No,HWP,22589.570481551986,22011.243498152457,23256.238801958847
High,CanESM2,rcp45,2006,No,Live,181.4555142408595,157.0389348813876,207.38321929261102
High,CanESM2,rcp45,2006,No,Soil,6031.455669911843,5564.596696440305,6453.746955905653
High,CanESM2,rcp45,2006,Yes,DOM,386341.6612993103,385992.3721546058,386703.2639640246
High,CanESM2,rcp45,2006,Yes,Live,1826372.9777791663,1825198.3191922898,1827503.892209854
High,CanESM2,rcp45,2006,Yes,Soil,2621106.8064277973,2620480.534613123,2621798.5606217836
High,CanESM2,rcp45,2007,No,Aquatic,13895.589330054288,13893.148793332997,13897.776344007052
High,CanESM2,rcp45,2007,No,Atmosphere,-112881.38754355634,-113626.3064565261,-112152.5445035153
High,CanESM2,rcp45,2007,No,DOM,26.18257535149471,20.5679179113898,32.33764214018262
High,CanESM2,rcp45,2007,No,HAP,105018.32698464018,104744.51300989621,105217.80836606967
High,CanESM2,rcp45,2007,No,HWP,27005.26933159074,26237.515566590577,27676.623168644677
High,CanESM2,rcp45,2007,No,Live,202.86269521884861,178.50536766347753,231.39719803181825
High,CanESM2,rcp45,2007,No,Soil,6922.878726064563,6360.5080780635035,7452.245079464803
High,CanESM2,rcp45,2007,Yes,DOM,387824.37146598025,387494.3064445354,388225.86343214795
High,CanESM2,rcp45,2007,Yes,Live,1775411.9125844485,1773990.355852965,1776629.9483997389
High,CanESM2,rcp45,2007,Yes,Soil,2619705.00905963,2618951.923218308,2620504.9418722466
High,CanESM2,rcp45,2008,No,Aquatic,16189.382339483687,16186.254182755138,16191.787086229146
High,CanESM2,rcp45,2008,No,Atmosphere,-107133.88307382862,-108058.18091192073,-106284.0215623219
High,CanESM2,rcp45,2008,No,DOM,31.944819024289327,26.359455922712925,39.56210892892639
High,CanESM2,rcp45,2008,No,HAP,119427.01143987519,119105.87163636278,119673.06957038658
High,CanESM2,rcp45,2008,No,HWP,33242.943877212725,32470.91545179709,34069.69344460668
High,CanESM2,rcp45,2008,No,Live,225.06066654047697,199.18250473176636,253.84320943900698
High,CanESM2,rcp45,2008,No,Soil,7820.682160780508,7227.117228058419,8389.624915797916
High,CanESM2,rcp45,2008,Yes,DOM,382211.10374422825,381787.33809169685,382714.9479614616
High,CanESM2,rcp45,2008,Yes,Live,1756222.9483448507,1754320.5309146354,1757676.9693711882
High,CanESM2,rcp45,2008,Yes,Soil,2614893.820890802,2614211.887676457,2615696.253686648
High,CanESM2,rcp45,2009,No,Aquatic,18465.627944238197,18462.08773515824,18468.555545238636
High,CanESM2,rcp45,2009,No,Atmosphere,-109846.20743953146,-110885.99114441368,-108797.14090130864
High,CanESM2,rcp45,2009,No,DOM,36.02008686499546,29.879655427457173,43.819942846550006
High,CanESM2,rcp45,2009,No,HAP,134294.03412477754,133910.9416647969,134606.8807027115
High,CanESM2,rcp45,2009,No,HWP,38047.57818297093,37108.69509780529,39014.77290984216
High,CanESM2,rcp45,2009,No,Live,245.16227322627986,218.70215707536732,271.78715089192997
High,CanESM2,rcp45,2009,No,Soil,8450.991087335233,7851.4492647229945,9053.36819085031
High,CanESM2,rcp45,2009,Yes,DOM,383002.26973467134,382536.32062137325,383557.87462768145
High,CanESM2,rcp45,2009,Yes,Live,1740963.2229652551,1739165.1392317028,1742313.7720449963
High,CanESM2,rcp45,2009,Yes,Soil,2609472.3162493226,2608728.6294719167,2610293.8561148485
High,CanESM2,rcp45,2010,No,Aquatic,20735.865958893708,20731.812922551246,20739.008612434336
High,CanESM2,rcp45,2010,No,Atmosphere,-198405.35745120273,-199627.54095879846,-197146.8218659025
High,CanESM2,rcp45,2010,No,DOM,39.94505291246583,32.926672870915624,47.715711832066745
High,CanESM2,rcp45,2010,No,HAP,157893.0724315702,157411.48614982647,158331.18618403218
High,CanESM2,rcp45,2010,No,HWP,40587.2338331905,39646.19374352503,41620.174694830246
High,CanESM2,rcp45,2010,No,Live,270.21138146423465,240.5483647435429,300.45359399215914
High,CanESM2,rcp45,2010,No,Soil,9074.890081450434,8481.361148217042,9698.588711096712
High,CanESM2,rcp45,2010,Yes,DOM,389209.8923616484,388703.45746680157,389740.24698231457
High,CanESM2,rcp45,2010,Yes,Live,1799374.4882997859,1797361.894730676,1800948.2631671564
High,CanESM2,rcp45,2010,Yes,Soil,2604350.773259436,2603537.808073648,2605121.7658965923
High,CanESM2,rcp45,2011,No,Aquatic,23009.797117573875,23005.12153110018,23013.537463177046
High,CanESM2,rcp45,2011,No,Atmosphere,-217915.70322810384,-219543.05254795286,-216598.43018481377
High,CanESM2,rcp45,2011,No,DOM,43.218952333516846,35.21808960062903,50.25467337132662
High,CanESM2,rcp45,2011,No,HAP,176687.95599334242,176143.59806385866,177215.11424067774
High,CanESM2,rcp45,2011,No,HWP,43078.93599222989,42173.49812562211,44050.40278187278
High,CanESM2,rcp45,2011,No,Live,281.5970905031005,250.15612531670217,314.48587238489114
High,CanESM2,rcp45,2011,No,Soil,9489.59163719029,8865.549499837496,10120.235515417313
High,CanESM2,rcp45,2011,Yes,DOM,402240.62925592175,401739.63750641834,402731.85543368733
High,CanESM2,rcp45,2011,Yes,Live,1780793.8369315756,1778931.8349532522,1782443.6900253324
High,CanESM2,rcp45,2011,Yes,Soil,2605421.155466716,2604570.9435661724,2606290.8481490044
High,CanESM2,rcp45,2012,No,Aquatic,25293.6168987749,25288.26315336657,25297.774264653803
High,CanESM2,rcp45,2012,No,Atmosphere,-234922.7551040748,-236723.98240015763,-233497.4397486239
High,CanESM2,rcp45,2012,No,DOM,46.542898039935245,39.01530520488136,54.25541702896807
High,CanESM2,rcp45,2012,No,HAP,194947.8412538214,194352.63424343773,195566.7493379134
High,CanESM2,rcp45,2012,No,HWP,45597.1388960541,44613.58836930991,46595.06802973397
High,CanESM2,rcp45,2012,No,Live,293.6703171482407,260.25003364998065,326.75931024241413
High,CanESM2,rcp45,2012,No,Soil,9913.673931905436,9245.983903604381,10497.936660754978
High,CanESM2,rcp45,2012,Yes,DOM,393196.28745129926,392760.0259534061,393750.3608714499
High,CanESM2,rcp45,2012,Yes,Live,1781831.1327674547,1779681.8726368975,1783843.748943983
High,CanESM2,rcp45,2012,Yes,Soil,2606933.865898732,2606075.8125290275,2607841.1723252777
High,CanESM2,rcp45,2013,No,Aquatic,27578.994088294636,27572.931539434176,27583.6986407996
High,CanESM2,rcp45,2013,No,Atmosphere,-161302.7068696679,-163183.95908458132,-159746.00468509135
High,CanESM2,rcp45,2013,No,DOM,49.651939389847925,41.22415745007562,57.26662038012094
High,CanESM2,rcp45,2013,No,HAP,205145.303318967,204537.32745954185,205808.5760126881
High,CanESM2,rcp45,2013,No,HWP,50276.320519425775,48882.988225357505,51994.4655837982
High,CanESM2,rcp45,2013,No,Live,321.015243219872,285.2156171459551,356.84871489021305
High,CanESM2,rcp45,2013,No,Soil,10803.266516616795,10106.61991485981,11377.469241933604
High,CanESM2,rcp45,2013,Yes,DOM,387698.1446850065,387106.8240058927,388310.81776491576
High,CanESM2,rcp45,2013,Yes,Live,1697284.032726309,1694454.479623943,1700041.4660160097
High,CanESM2,rcp45,2013,Yes,Soil,2605276.993041651,2604267.1697650184,2606291.9270690405
High,CanESM2,rcp45,2014,No,Aquatic,29862.48258790491,29855.729611677194,29868.274026197418
High,CanESM2,rcp45,2014,No,Atmosphere,-159430.31450868465,-161225.00618925545,-157829.25621182838
High,CanESM2,rcp45,2014,No,DOM,50.9610359064811,41.877683956805825,58.85629554994877
High,CanESM2,rcp45,2014,No,HAP,219737.8032377635,219065.5854290413,220489.20533157737
High,CanESM2,rcp45,2014,No,HWP,55133.97359282018,53312.089325100605,57606.549291884854
High,CanESM2,rcp45,2014,No,Live,348.78349917907286,311.4997734505028,386.9504224766424
High,CanESM2,rcp45,2014,No,Soil,11762.697071448312,10978.272490705273,12413.259397054051
High,CanESM2,rcp45,2014,Yes,DOM,365482.9515722476,364706.9656336268,366532.4956613517
High,CanESM2,rcp45,2014,Yes,Live,1703138.6223499223,1699531.3731032368,1706412.7598740445
High,CanESM2,rcp45,2014,Yes,Soil,2597043.05477088,2596033.1660290733,2598135.6888799863
High,CanESM2,rcp45,2015,No,Aquatic,32132.337797981952,32124.602027344125,32139.07569169187
High,CanESM2,rcp45,2015,No,Atmosphere,-133270.13822126656,-135475.12444636435,-131254.784395055
High,CanESM2,rcp45,2015,No,DOM,52.45680418190125,43.35901038738615,60.786218650679665
High,CanESM2,rcp45,2015,No,HAP,232235.02200801874,231486.9205337586,233049.4121053133
High,CanESM2,rcp45,2015,No,HWP,59895.1554552566,57999.14836091369,62195.8752486839
High,CanESM2,rcp45,2015,No,Live,376.061120871762,342.25957133365375,417.9624513229935
High,CanESM2,rcp45,2015,No,Soil,12698.076382257788,11864.961613584506,13385.958399130635
High,CanESM2,rcp45,2015,Yes,DOM,377621.8953819665,376793.63845207886,378709.6174104522
High,CanESM2,rcp45,2015,Yes,Live,1654926.6435834663,1650542.7966754162,1658528.9047514596
