LUC,GCM,RCP,Timestep,Ecosystem,StockGroup,Mean,Lower,Upper
Low,CanESM2,rcp45,2001,No,Atmosphere,0,0,0
Low,CanESM2,rcp45,2001,No,DOM,0,0,0
Low,CanESM2,rcp45,2001,No,HAP,0,0,0
Low,CanESM2,rcp45,2001,No,HWP,0,0,0
Low,CanESM2,rcp45,2001,No,Live,0,0,0
Low,CanESM2,rcp45,2001,No,Soil,0,0,0
Low,CanESM2,rcp45,2001,Yes,DOM,375852.5259054904,375852.5259054904,375852.5259054904
Low,CanESM2,rcp45,2001,Yes,Live,1804282.7157985102,1804282.7157985102,1804282.7157985102
Low,CanESM2,rcp45,2001,Yes,Soil,2642995.7735058544,2642995.7735058544,2642995.7735058544
Low,CanESM2,rcp45,2002,No,Aquatic,2337.5663862162237,2337.566386215102,2337.5663862170495
Low,CanESM2,rcp45,2002,No,Atmosphere,4775.803978190934,4522.620036585822,5059.1134497611665
Low,CanESM2,rcp45,2002,No,DOM,3.93788910301958,1.31044805254295,6.872512321655991
Low,CanESM2,rcp45,2002,No,HAP,15359.494273543633,15356.071013954044,15362.688352888494
Low,CanESM2,rcp45,2002,No,HWP,4848.443199577784,4552.383247284197,5227.686839209842
Low,CanESM2,rcp45,2002,No,Live,60.18191766103085,45.67252787529303,75.21611153525899
Low,CanESM2,rcp45,2002,No,Soil,1797.9861661650102,1563.7868839315897,2067.883591695265
Low,CanESM2,rcp45,2002,Yes,DOM,371476.59989955515,371296.038738291,371678.4847426434
Low,CanESM2,rcp45,2002,Yes,Live,1782593.2183450873,1781917.5183655792,1783171.819016105
Low,CanESM2,rcp45,2002,Yes,Soil,2639877.7831543093,2639553.785410315,2640197.592006906
Low,CanESM2,rcp45,2003,No,Aquatic,4666.326771276697,4665.878304755113,4666.728742904783
Low,CanESM2,rcp45,2003,No,Atmosphere,-11769.366221090599,-12082.011619372843,-11488.456343159805
Low,CanESM2,rcp45,2003,No,DOM,6.34485280686181,2.975620580382225,10.745291171046645
Low,CanESM2,rcp45,2003,No,HAP,31746.56435341533,31714.49146989317,31783.3719417086
Low,CanESM2,rcp45,2003,No,HWP,8911.422966902634,8426.992200799781,9393.461062177566
Low,CanESM2,rcp45,2003,No,Live,87.84808171716716,71.15310161470782,102.53939003290364
Low,CanESM2,rcp45,2003,No,Soil,2801.416133496969,2479.0572016541673,3121.9348087893586
Low,CanESM2,rcp45,2003,Yes,DOM,368696.2605616036,368429.9659810453,369014.27027403645
Low,CanESM2,rcp45,2003,Yes,Live,1783176.711658876,1782177.9125807276,1784001.7007965774
Low,CanESM2,rcp45,2003,Yes,Soil,2634807.486050174,2634417.550119484,2635257.775721402
Low,CanESM2,rcp45,2004,No,Aquatic,6985.995186115323,6985.03247647981,6986.973230725851
Low,CanESM2,rcp45,2004,No,Atmosphere,-43954.15653580966,-44286.38172124072,-43563.82303848115
Low,CanESM2,rcp45,2004,No,DOM,9.047075297536137,5.297834515727325,13.347090831383898
Low,CanESM2,rcp45,2004,No,HAP,49782.644074033255,49716.760321186084,49857.74456306253
Low,CanESM2,rcp45,2004,No,HWP,13461.895244983803,12910.572230735845,13976.536170521314
Low,CanESM2,rcp45,2004,No,Live,116.41519754391135,99.68391368909852,134.184613738186
Low,CanESM2,rcp45,2004,No,Soil,3805.935735575095,3450.5011766837724,4204.092360424625
Low,CanESM2,rcp45,2004,Yes,DOM,373196.13431694673,372913.42122635,373497.6836031871
Low,CanESM2,rcp45,2004,Yes,Live,1791066.5829892016,1790000.8583634854,1791925.9652258595
Low,CanESM2,rcp45,2004,Yes,Soil,2628660.521925298,2628207.452344805,2629134.692470739
Low,CanESM2,rcp45,2005,No,Aquatic,9293.687487764706,9292.228698997209,9294.966414987743
Low,CanESM2,rcp45,2005,No,Atmosphere,-111128.86960927142,-111525.67014929651,-110541.97683463019
Low,CanESM2,rcp45,2005,No,DOM,13.733900672978372,9.32819745564695,18.874286271099475
Low,CanESM2,rcp45,2005,No,HAP,71143.9264035637,71013.93029447066,71261.48201469886
Low,CanESM2,rcp45,2005,No,HWP,18375.476139025937,17784.380272287955,19170.567151254094
Low,CanESM2,rcp45,2005,No,Live,150.06392925166523,131.89981095884022,170.53067268371353
Low,CanESM2,rcp45,2005,No,Soil,4890.453521417719,4495.067162304826,5381.041809354081
Low,CanESM2,rcp45,2005,Yes,DOM,379462.49739721714,379091.38973431056,379773.40674104926
Low,CanESM2,rcp45,2005,Yes,Live,1827532.214060114,1826297.0347344654,1828634.9629325126
Low,CanESM2,rcp45,2005,Yes,Soil,2623397.831979743,2622859.250536789,2623927.9038345637
Low,CanESM2,rcp45,2006,No,Aquatic,11597.422656555615,11595.360271504715,11599.264454616765
Low,CanESM2,rcp45,2006,No,Atmosphere,-142505.31464573555,-142994.01208532276,-141845.1737910498
Low,CanESM2,rcp45,2006,No,DOM,19.380282689695523,13.94214371655205,25.01519392223951
Low,CanESM2,rcp45,2006,No,HAP,91416.45233390878,91226.40125707498,91613.72503568274
Low,CanESM2,rcp45,2006,No,HWP,22646.1971894163,21994.333484535473,23365.138408670457
Low,CanESM2,rcp45,2006,No,Live,183.7691758798215,162.13651313443825,208.09663986216628
Low,CanESM2,rcp45,2006,No,Soil,6005.0994777324695,5528.71944959501,6421.100763928024
Low,CanESM2,rcp45,2006,Yes,DOM,386377.96421881794,386008.6062097262,386758.85466686945
Low,CanESM2,rcp45,2006,Yes,Live,1826248.0530069678,1824936.1188402139,1827269.6660485063
Low,CanESM2,rcp45,2006,Yes,Soil,2621141.991513105,2620567.5657677585,2621765.2175852656
Low,CanESM2,rcp45,2007,No,Aquatic,13895.640360802992,13893.055437048082,13898.227025999677
Low,CanESM2,rcp45,2007,No,Atmosphere,-112856.57374880783,-113450.27464852364,-112085.56450330224
Low,CanESM2,rcp45,2007,No,DOM,26.378074136426353,20.442964561841077,32.67609494640473
Low,CanESM2,rcp45,2007,No,HAP,105015.36389580002,104776.57319997606,105271.09650423622
Low,CanESM2,rcp45,2007,No,HWP,27087.057821675648,26297.624158963266,27837.748712395492
Low,CanESM2,rcp45,2007,No,Live,204.968042783362,181.07376089678993,232.83612895976285
Low,CanESM2,rcp45,2007,No,Soil,6893.880193346699,6432.503757959882,7325.499444247478
Low,CanESM2,rcp45,2007,Yes,DOM,387875.6896633008,387485.5202772072,388382.6842684826
Low,CanESM2,rcp45,2007,Yes,Live,1775237.9377123099,1773694.3561893897,1776687.0724048633
Low,CanESM2,rcp45,2007,Yes,Soil,2619750.673193835,2619144.2472858317,2620376.0637897514
Low,CanESM2,rcp45,2008,No,Aquatic,16189.379119050456,16186.15564842298,16192.247851714146
Low,CanESM2,rcp45,2008,No,Atmosphere,-107107.0679024173,-107911.77207242833,-106142.00903308534
Low,CanESM2,rcp45,2008,No,DOM,32.160063702091406,25.641443317333824,39.14689117679079
Low,CanESM2,rcp45,2008,No,HAP,119424.4427032456,119142.33646884345,119754.58948248296
Low,CanESM2,rcp45,2008,No,HWP,33318.217989689794,32489.35584094166,34245.92510012465
Low,CanESM2,rcp45,2008,No,Live,226.57496360592194,199.07776962328728,253.12208606257127
Low,CanESM2,rcp45,2008,No,Soil,7779.514364927375,7255.455998617883,8236.576072139927
Low,CanESM2,rcp45,2008,Yes,DOM,382258.3160988062,381680.75304435904,382813.8996572258
Low,CanESM2,rcp45,2008,Yes,Live,1756043.6278045399,1754336.0465863287,1757909.7414047676
Low,CanESM2,rcp45,2008,Yes,Soil,2614965.850004143,2614333.640182412,2615726.753559843
Low,CanESM2,rcp45,2009,No,Aquatic,18465.60163531178,18461.841079713446,18469.510664149428
Low,CanESM2,rcp45,2009,No,Atmosphere,-109819.26345953153,-110719.16383328885,-108483.24321141705
Low,CanESM2,rcp45,2009,No,DOM,36.173253302460104,29.7871012512974,44.13822431831123
Low,CanESM2,rcp45,2009,No,HAP,134295.01028297952,133943.03245108278,134697.83948852174
Low,CanESM2,rcp45,2009,No,HWP,38090.76448600235,37124.63906053949,39167.45957086713
Low,CanESM2,rcp45,2009,No,Live,245.63825555347577,216.47326473048267,271.6684643581325
Low,CanESM2,rcp45,2009,No,Soil,8409.544660784013,7915.701361357069,8827.548217715492
Low,CanESM2,rcp45,2009,Yes,DOM,383036.5290523936,382384.6306708169,383556.207582609
Low,CanESM2,rcp45,2009,Yes,Live,1740823.3208321289,1738778.6806668323,1743080.6612641555
Low,CanESM2,rcp45,2009,Yes,Soil,2609547.696210214,2608912.08494369,2610283.54199732
Low,CanESM2,rcp45,2010,No,Aquatic,20735.842877946827,20731.55964670339,20740.56446042221
Low,CanESM2,rcp45,2010,No,Atmosphere,-198389.86542398954,-199659.9464250176,-196858.5930356807
Low,CanESM2,rcp45,2010,No,DOM,40.27931251371292,33.558895428343,48.69996529715367
Low,CanESM2,rcp45,2010,No,HAP,157899.21766035678,157443.29103133036,158447.22730374162
Low,CanESM2,rcp45,2010,No,HWP,40638.28717006142,39564.47726440226,41633.04864423082
Low,CanESM2,rcp45,2010,No,Live,270.402297567825,240.03424915257716,301.74504141406317
Low,CanESM2,rcp45,2010,No,Soil,9023.279734908967,8404.412867456502,9465.058395061842
Low,CanESM2,rcp45,2010,Yes,DOM,389250.87685224717,388594.3053687066,389768.53504865454
Low,CanESM2,rcp45,2010,Yes,Live,1799215.9918511875,1797195.7198400805,1801684.2661286555
Low,CanESM2,rcp45,2010,Yes,Soil,2604446.7028765725,2603810.525086458,2605283.1307675494
Low,CanESM2,rcp45,2011,No,Aquatic,23009.81780023435,23004.858298869563,23015.480753651842
Low,CanESM2,rcp45,2011,No,Atmosphere,-217829.5294368661,-219233.10550710207,-216071.67615529487
Low,CanESM2,rcp45,2011,No,DOM,43.705450750948636,36.36282950028627,51.33442227721292
Low,CanESM2,rcp45,2011,No,HAP,176695.23528128178,176141.19634978208,177372.8513360633
Low,CanESM2,rcp45,2011,No,HWP,43112.75021927093,41918.69787101221,44078.72781042837
Low,CanESM2,rcp45,2011,No,Live,282.622465648756,253.07834333166284,312.55772686386706
Low,CanESM2,rcp45,2011,No,Soil,9433.445936804179,8825.8926106301,9928.940765125479
Low,CanESM2,rcp45,2011,Yes,DOM,402268.59944454825,401634.889984251,402776.9989597754
Low,CanESM2,rcp45,2011,Yes,Live,1780591.620036602,1778722.866158138,1782949.8323530336
Low,CanESM2,rcp45,2011,Yes,Soil,2605522.7480109436,2604828.2265855633,2606421.3560791984
Low,CanESM2,rcp45,2012,No,Aquatic,25293.681820860416,25288.040532332812,25300.116288894867
Low,CanESM2,rcp45,2012,No,Atmosphere,-234778.4424372001,-236290.47502683717,-232763.48898341853
Low,CanESM2,rcp45,2012,No,DOM,46.611607112292056,39.19165838498449,54.74876231596653
Low,CanESM2,rcp45,2012,No,HAP,194953.27645735786,194329.9274743275,195766.42113665768
Low,CanESM2,rcp45,2012,No,HWP,45608.98737742786,44477.511268863775,46667.89314508859
Low,CanESM2,rcp45,2012,No,Live,293.7855630268412,265.61186000064066,325.01090895506627
Low,CanESM2,rcp45,2012,No,Soil,9855.149817270767,9188.424012473042,10352.982652989791
Low,CanESM2,rcp45,2012,Yes,DOM,393220.5890330953,392722.97630751494,393751.11660701374
Low,CanESM2,rcp45,2012,Yes,Live,1781608.4269972772,1779572.9429629068,1784246.2587260562
Low,CanESM2,rcp45,2012,Yes,Soil,2607028.9489729316,2606311.482861299,2608005.984780296
Low,CanESM2,rcp45,2013,No,Aquatic,27579.080037759057,27572.77439403937,27586.0372916326
Low,CanESM2,rcp45,2013,No,Atmosphere,-161804.35608294734,-163351.43877456785,-159721.35651568527
Low,CanESM2,rcp45,2013,No,DOM,49.287471995055874,40.625947822688445,57.94282046169379
Low,CanESM2,rcp45,2013,No,HAP,205143.4239969787,204492.3218586864,206003.58893280424
Low,CanESM2,rcp45,2013,No,HWP,48378.49715886704,46391.48878818169,50715.919810952255
Low,CanESM2,rcp45,2013,No,Live,320.6437115344262,294.61389938283025,350.1342490603607
Low,CanESM2,rcp45,2013,No,Soil,10732.327718242326,10042.101105337604,11211.961674039223
Low,CanESM2,rcp45,2013,Yes,DOM,387094.1429060935,386393.4935198338,388205.29909053876
Low,CanESM2,rcp45,2013,Yes,Live,1699963.0057162775,1695870.2486129482,1703521.4313086355
Low,CanESM2,rcp45,2013,Yes,Soil,2605674.962574501,2604880.695854875,2606714.6724733654
Low,CanESM2,rcp45,2014,No,Aquatic,29864.278290916238,29857.02810942507,29872.848261617415
Low,CanESM2,rcp45,2014,No,Atmosphere,-160489.7671637197,-162295.62981135602,-158156.04746680887
Low,CanESM2,rcp45,2014,No,DOM,50.870111660716354,41.611177479641924,59.88107901597732
Low,CanESM2,rcp45,2014,No,HAP,219712.93956412803,218992.12560853868,220656.07065340376
Low,CanESM2,rcp45,2014,No,HWP,51218.18289043377,48376.332563012256,55091.15471799053
Low,CanESM2,rcp45,2014,No,Live,349.0048021303452,321.7901244569496,381.8269524973573
Low,CanESM2,rcp45,2014,No,Soil,11707.80108660978,10973.53166277907,12259.80324982558
Low,CanESM2,rcp45,2014,Yes,DOM,364281.24131869833,363290.87382347696,365473.2193999301
Low,CanESM2,rcp45,2014,Yes,Live,1708760.2262755253,1703306.8681188975,1713594.8224214267
Low,CanESM2,rcp45,2014,Yes,Soil,2597676.238032969,2596816.158810868,2598703.446628595
Low,CanESM2,rcp45,2015,No,Aquatic,32137.337718722705,32128.937108780556,32147.043396943507
Low,CanESM2,rcp45,2015,No,Atmosphere,-134952.2542268414,-137019.88530144858,-132654.44406563946
Low,CanESM2,rcp45,2015,No,DOM,52.528667001446465,43.2404088492457,62.163577900019746
Low,CanESM2,rcp45,2015,No,HAP,232174.84299530482,231389.62663880322,233156.13962938904
Low,CanESM2,rcp45,2015,No,HWP,54055.80025441583,50327.88894400425,58084.948298436706
Low,CanESM2,rcp45,2015,No,Live,376.25785765231234,343.96714010605456,410.1481527120176
Low,CanESM2,rcp45,2015,No,Soil,12627.778041664711,11845.270148351206,13143.778664395388
Low,CanESM2,rcp45,2015,Yes,DOM,375972.6711266905,374543.45826967515,377220.01141178794
Low,CanESM2,rcp45,2015,Yes,Live,1663331.8565749766,1656924.104981395,1670266.2153176474
Low,CanESM2,rcp45,2015,Yes,Soil,2587354.196199653,2586411.846518984,2588387.6817014203
Low,CanESM2,rcp45,2016,No,Aquatic,34381.6362472924,34372.82456402181,34393.22087351556
Low,CanESM2,rcp45,2016,No,Atmosphere,-195249.69625008988,-197949.12204813628,-192218.06580368243
Low,CanESM2,rcp45,2016,No,DOM,53.939118865275084,45.238135968347734,63.54928627394107
Low,CanESM2,rcp45,2016,No,HAP,252250.05100162304,251344.45150098062,253374.82966043998
Low,CanESM2,rcp45,2016,No,HWP,56961.83288383766,52590.92634542861,62151.44542895359
Low,CanESM2,rcp45,2016,No,Live,401.7943400997463,365.3308316263436,437.50593690163447
Low,CanESM2,rcp45,2016,No,Soil,13418.223393008131,12534.359599756659,14072.75593661482
Low,CanESM2,rcp45,2016,Yes,DOM,410118.01708284306,408727.8838304039,411701.30922193837
Low,CanESM2,rcp45,2016,Yes,Live,1675038.4253871457,1668585.5266301702,1682139.3364737981
Low,CanESM2,rcp45,2016,Yes,Soil,2575756.7920047757,2574811.7385557145,2576945.9830800924
Low,CanESM2,rcp45,2017,No,Aquatic,36606.37572386632,36594.88163942202,36619.614362085165
Low,CanESM2,rcp45,2017,No,Atmosphere,-163434.37174634959,-166562.1146871781,-159904.81570934737
Low,CanESM2,rcp45,2017,No,DOM,56.123554899849516,46.4868051335704,65.27811005967351
Low,CanESM2,rcp45,2017,No,HAP,263719.35919770406,262752.4259224805,264937.2940174566
Low,CanESM2,rcp45,2017,No,HWP,59920.79411336206,55364.74595612692,65338.93644736333
Low,CanESM2,rcp45,2017,No,Live,424.4089842143339,387.5870517520216,459.37629476758855
Low,CanESM2,rcp45,2017,No,Soil,14234.316349211347,13335.487716893284,14839.532117440276
Low,CanESM2,rcp45,2017,Yes,DOM,421650.2151624866,419331.8862463442,423609.00274644746
Low,CanESM2,rcp45,2017,Yes,Live,1619727.574708114,1611324.3178296105,1628145.8954215597
Low,CanESM2,rcp45,2017,Yes,Soil,2570226.219161645,2569071.749576822,2571549.112523874
Low,CanESM2,rcp45,2018,No,Aquatic,38833.10954050399,38817.921296891764,38846.94762755855
Low,CanESM2,rcp45,2018,No,Atmosphere,-163045.1172487071,-166460.18907087744,-159387.01366731108
Low,CanESM2,rcp45,2018,No,DOM,57.75038296051262,47.01734099676315,67.75244849765124
Low,CanESM2,rcp45,2018,No,HAP,277438.3376644885,276378.6903154984,278781.4676310858
Low,CanESM2,rcp45,2018,No,HWP,62820.6092356085,58184.22407409126,67724.13399132117
Low,CanESM2,rcp45,2018,No,Live,447.6878103727205,409.59756913766495,485.88288566783194
Low,CanESM2,rcp45,2018,No,Soil,15044.558795329758,14162.097510226547,15662.380625029984
Low,CanESM2,rcp45,2018,Yes,DOM,412971.48260408523,410487.0680757811,415620.26471575897
Low,CanESM2,rcp45,2018,Yes,Live,1615959.5276612472,1608398.9220112548,1623658.5621210104
Low,CanESM2,rcp45,2018,Yes,Soil,2562603.06876345,2561451.621080647,2563960.016103872
Low,CanESM2,rcp45,2019,No,Aquatic,41061.22718726034,41041.73621733539,41076.119968842206
Low,CanESM2,rcp45,2019,No,Atmosphere,-223427.9907656132,-228184.24809401226,-218837.4569277026
Low,CanESM2,rcp45,2019,No,DOM,59.34734792632374,49.00353401160463,69.20415560918227
Low,CanESM2,rcp45,2019,No,HAP,297246.5752550002,296041.2872149187,298778.5617577413
Low,CanESM2,rcp45,2019,No,HWP,65733.41410667193,61115.98533993473,71979.53756785311
Low,CanESM2,rcp45,2019,No,Live,472.85071402368936,431.7569728346886,511.43043085471913
Low,CanESM2,rcp45,2019,No,Soil,15850.000446654878,14929.689203968846,16494.79341911385
Low,CanESM2,rcp45,2019,Yes,DOM,416262.9259740847,413542.46993953025,420046.5483278985
Low,CanESM2,rcp45,2019,Yes,Live,1654941.849567172,1644248.8238332649,1663740.129565415
Low,CanESM2,rcp45,2019,Yes,Soil,2554930.8153761043,2553679.4604309592,2556304.3564903485
Low,CanESM2,rcp45,2020,No,Aquatic,43297.99497871807,43277.99877633562,43315.78218235264
Low,CanESM2,rcp45,2020,No,Atmosphere,-255879.33284696008,-261083.73177423544,-250909.82285297787
Low,CanESM2,rcp45,2020,No,DOM,61.10211126181869,49.90556444750342,70.09038384602373
Low,CanESM2,rcp45,2020,No,HAP,316135.6597929615,314785.2378613751,317793.08969058713
Low,CanESM2,rcp45,2020,No,HWP,68604.67040258969,63153.511303868334,74420.82572721218
Low,CanESM2,rcp45,2020,No,Live,497.632535340147,452.1794866476513,535.1635653453233
Low,CanESM2,rcp45,2020,No,Soil,16622.602661497778,15696.89916825598,17348.2487738712
Low,CanESM2,rcp45,2020,Yes,DOM,421031.7487779651,416139.7022324838,425710.86831047735
Low,CanESM2,rcp45,2020,Yes,Live,1661208.7291442957,1651008.809608218,1671258.3428602787
Low,CanESM2,rcp45,2020,Yes,Soil,2551550.2076514116,2550224.461809339,2552983.0658879383
Low,CanESM2,rcp45,2021,No,Aquatic,45537.2086307307,45514.80287308049,45559.35306751034
Low,CanESM2,rcp45,2021,No,Atmosphere,-291150.1099009921,-297068.48170648026,-286143.2659863636
Low,CanESM2,rcp45,2021,No,DOM,63.05681986743357,51.02579517986013,72.52750332813
Low,CanESM2,rcp45,2021,No,HAP,334962.1155786316,333452.3625257358,336714.02112407744
Low,CanESM2,rcp45,2021,No,HWP,71550.01234817131,66682.94922888896,78749.67701009521
Low,CanESM2,rcp45,2021,No,Live,521.173224449191,472.5424865917904,562.5643591226923
Low,CanESM2,rcp45,2021,No,Soil,17402.57002341157,16492.565254675843,18175.65801065936
Low,CanESM2,rcp45,2021,Yes,DOM,483357.42994735297,438834.83222521504,537078.7838922546
Low,CanESM2,rcp45,2021,Yes,Live,1612553.6198969628,1564510.1358466144,1661879.5744941258
Low,CanESM2,rcp45,2021,Yes,Soil,2548333.938640715,2546799.8512087227,2549827.1009770287
Low,CanESM2,rcp45,2022,No,Aquatic,47738.835865504385,47695.645569420274,47788.95404085662
Low,CanESM2,rcp45,2022,No,Atmosphere,-342836.9439052915,-350173.0470155096,-336709.8756935077
Low,CanESM2,rcp45,2022,No,DOM,65.15155389744122,52.709351835145924,73.8714948463241
Low,CanESM2,rcp45,2022,No,HAP,354882.53497755615,353172.65435236983,356750.36930940265
Low,CanESM2,rcp45,2022,No,HWP,74429.46751278391,69056.23951975621,82085.15341952333
Low,CanESM2,rcp45,2022,No,Live,545.2859405214509,492.6563873711855,585.13433785215625
Low,CanESM2,rcp45,2022,No,Soil,18177.167007202686,17145.04832273542,18928.758813226857
Low,CanESM2,rcp45,2022,Yes,DOM,512772.00562033075,469515.38861121214,572677.7635691501
Low,CanESM2,rcp45,2022,Yes,Live,1611921.0215901495,1555235.045311012,1662892.7810510946
Low,CanESM2,rcp45,2022,Yes,Soil,2545436.4890465545,2543669.3866196116,2546987.070296305
Low,CanESM2,rcp45,2023,No,Aquatic,49929.35459784336,49857.506862094815,50015.46460878839
Low,CanESM2,rcp45,2023,No,Atmosphere,-358882.1890037043,-368756.9978777083,-352603.2311560513
Low,CanESM2,rcp45,2023,No,DOM,67.60209729312966,55.84231168326255,77.35481165454887
Low,CanESM2,rcp45,2023,No,HAP,372110.58818312606,370194.94325826043,374152.9722998263
Low,CanESM2,rcp45,2023,No,HWP,77220.4275370864,71276.58791804376,84307.2884926446
Low,CanESM2,rcp45,2023,No,Live,567.9857235489586,516.5453273391519,609.7114338008469
Low,CanESM2,rcp45,2023,No,Soil,18928.407566666607,17930.272410234247,19687.1083849246
Low,CanESM2,rcp45,2023,Yes,DOM,539949.3430341568,494180.76627318235,601397.2838963137
Low,CanESM2,rcp45,2023,Yes,Live,1577763.802167749,1516839.3179401574,1629065.378030961
Low,CanESM2,rcp45,2023,Yes,Soil,2545475.6933054565,2543094.7217004867,2547378.1728971316
Low,CanESM2,rcp45,2024,No,Aquatic,52110.786015102814,52017.02402802062,52215.26098438307
Low,CanESM2,rcp45,2024,No,Atmosphere,-355889.88604809146,-366528.45994474634,-347833.7421421035
Low,CanESM2,rcp45,2024,No,DOM,69.73922285587665,58.32275883894296,79.456041446182
Low,CanESM2,rcp45,2024,No,HAP,387595.6381087474,385509.0165294523,389897.0332244518
Low,CanESM2,rcp45,2024,No,HWP,79971.40660135708,73390.0847066957,87178.41731854733
Low,CanESM2,rcp45,2024,No,Live,589.2554640756656,535.2796665792878,630.3473577904747
Low,CanESM2,rcp45,2024,No,Soil,19673.774621693246,18747.932807881843,20405.061418210047
Low,CanESM2,rcp45,2024,Yes,DOM,555830.8259109738,506057.0759672671,616125.5825091477
Low,CanESM2,rcp45,2024,Yes,Live,1538262.9326100475,1476414.2311283587,1592180.9220900591
Low,CanESM2,rcp45,2024,Yes,Soil,2544916.5427027284,2542137.88069258,2547754.6889596498
Low,CanESM2,rcp45,2025,No,Aquatic,54293.22949664964,54181.66027538097,54412.03935091842
Low,CanESM2,rcp45,2025,No,Atmosphere,-413967.6489108982,-426615.5765236217,-404090.03901468386
Low,CanESM2,rcp45,2025,No,DOM,71.67546847258195,59.8369933942427,82.14647591653326
Low,CanESM2,rcp45,2025,No,HAP,408480.87947579776,406197.2257627328,411029.070709143
Low,CanESM2,rcp45,2025,No,HWP,82980.06558835573,76036.87613820584,91204.14174270423
Low,CanESM2,rcp45,2025,No,Live,611.3864521737568,557.206428768307,653.5218479898573
Low,CanESM2,rcp45,2025,No,Soil,20374.967716842362,19444.95381481509,21112.915546010834
Low,CanESM2,rcp45,2025,Yes,DOM,578551.2108562347,527411.1184909333,639564.093477991
Low,CanESM2,rcp45,2025,Yes,Live,1548743.8451262629,1481263.110012295,1605548.9712420192
Low,CanESM2,rcp45,2025,Yes,Soil,2542991.403939151,2539676.312862021,2546667.1426632134
Low,CanESM2,rcp45,2026,No,Aquatic,56480.9243288236,56356.46911998508,56617.24683417227
Low,CanESM2,rcp45,2026,No,Atmosphere,-431567.44822132477,-445324.87566473125,-419999.4879063424
Low,CanESM2,rcp45,2026,No,DOM,73.80646680293701,62.416325508460005,84.79927942016602
Low,CanESM2,rcp45,2026,No,HAP,427161.3940202836,424658.9100976687,429885.13436803815
Low,CanESM2,rcp45,2026,No,HWP,85915.34647307791,78594.79074779671,94127.72506626513
Low,CanESM2,rcp45,2026,No,Live,632.4908994246081,583.190887245799,675.7765140402881
Low,CanESM2,rcp45,2026,No,Soil,21072.358613531487,20166.410865631715,21770.060766994542
Low,CanESM2,rcp45,2026,Yes,DOM,580762.1782737955,528509.8020074114,641850.1427362801
Low,CanESM2,rcp45,2026,Yes,Live,1538008.9694861625,1466836.9125489385,1600245.2806751565
Low,CanESM2,rcp45,2026,Yes,Soil,2544590.9948686673,2541035.581625906,2548943.9838460498
Low,CanESM2,rcp45,2027,No,Aquatic,58676.842334014815,58544.69116439682,58827.27013838769
Low,CanESM2,rcp45,2027,No,Atmosphere,-420049.58490293415,-434395.97033981525,-406797.9832695365
Low,CanESM2,rcp45,2027,No,DOM,76.34848076904872,65.640957703016,88.12215453831702
Low,CanESM2,rcp45,2027,No,HAP,440758.7101467488,438163.17400862824,443523.6897944659
Low,CanESM2,rcp45,2027,No,HWP,88799.36066490525,80785.49496216864,97682.40677753702
Low,CanESM2,rcp45,2027,No,Live,651.3742006712586,605.6943731396955,693.0172335137192
Low,CanESM2,rcp45,2027,No,Soil,21771.328407361674,20778.910329254446,22518.048926105308
Low,CanESM2,rcp45,2027,Yes,DOM,605646.3436541765,555021.0554371057,670232.5191360365
Low,CanESM2,rcp45,2027,Yes,Live,1482622.0214557056,1405188.9435146488,1552620.4202094218
Low,CanESM2,rcp45,2027,Yes,Soil,2544178.2707678946,2540369.7933146544,2549005.792860305
Low,CanESM2,rcp45,2028,No,Aquatic,60873.02224431913,60731.533247551706,61034.24059334488
Low,CanESM2,rcp45,2028,No,Atmosphere,-434972.29509961506,-450927.60449624376,-420155.5392274697
Low,CanESM2,rcp45,2028,No,DOM,78.02218022924326,67.16251560338536,90.25243824885632
Low,CanESM2,rcp45,2028,No,HAP,455989.4638228141,453275.94037949294,458797.282739356
Low,CanESM2,rcp45,2028,No,HWP,91925.39672439684,84250.54315642444,101103.80393020026
Low,CanESM2,rcp45,2028,No,Live,669.0331649170339,623.9095144274263,713.109791162926
Low,CanESM2,rcp45,2028,No,Soil,22411.925910936206,21449.493875133317,23130.13291833586
Low,CanESM2,rcp45,2028,Yes,DOM,598461.5312159021,549451.5259918335,660885.6863679793
Low,CanESM2,rcp45,2028,Yes,Live,1485701.194424212,1409724.8388998546,1557016.8309257668
Low,CanESM2,rcp45,2028,Yes,Soil,2541993.7206209623,2538011.558006456,2547114.1725893104
Low,CanESM2,rcp45,2029,No,Aquatic,63078.67505118002,62930.04699632274,63244.366722366976
Low,CanESM2,rcp45,2029,No,Atmosphere,-471075.5717395781,-489484.84804182645,-454719.57767338754
Low,CanESM2,rcp45,2029,No,DOM,79.49791791420986,67.90402533065557,91.90194067898341
Low,CanESM2,rcp45,2029,No,HAP,473607.9117652706,470756.0012347158,476529.8452668115
Low,CanESM2,rcp45,2029,No,HWP,94785.97749960775,86739.8956546178,103964.24988586266
Low,CanESM2,rcp45,2029,No,Live,686.5344193958454,640.0052508636504,730.2948552900799
Low,CanESM2,rcp45,2029,No,Soil,23010.421318963367,21983.128769437873,23892.44442692904
Low,CanESM2,rcp45,2029,Yes,DOM,596015.2780748685,550728.3487560656,655439.930686563
Low,CanESM2,rcp45,2029,Yes,Live,1503609.433741889,1429371.988299631,1575671.4452378536
Low,CanESM2,rcp45,2029,Yes,Soil,2539332.857159777,2535234.530128696,2544927.9287727433
